userId,courseId,designationId,progressStatus,last_updated,modulesCompleted,has_certificate,previous_update
66,183,7,in_progress,2024-10-07 01:27:30.000,5,0,2024-09-22 03:31:26.000
66,183,7,in_progress,2024-10-07 08:24:51.000,10,0,2024-10-07 01:27:30.000
66,183,7,completed,2024-10-07 08:45:10.000,11,1,2024-10-07 08:24:51.000
66,358,7,in_progress,2023-10-20 03:36:29.000,8,0,
66,358,7,in_progress,2024-03-06 00:04:30.000,20,0,2023-10-20 03:36:29.000
66,358,7,completed,2024-03-09 06:56:36.000,21,1,2024-03-06 00:04:30.000
68,165,3,completed,2024-09-23 06:19:22.000,5,1,
69,204,5,completed,2024-10-02 19:17:55.000,28,1,
69,387,5,in_progress,2024-09-12 05:25:56.000,1,0,
69,387,5,in_progress,2024-09-15 19:18:45.000,2,0,2024-09-12 05:25:56.000
69,387,5,in_progress,2024-09-28 01:10:46.000,3,0,2024-09-15 19:18:45.000
69,387,5,in_progress,2024-10-03 03:37:04.000,5,0,2024-09-28 01:10:46.000
69,387,5,in_progress,2024-10-03 23:38:04.000,6,0,2024-10-03 03:37:04.000
71,18,3,in_progress,2023-12-07 10:42:45.000,22,0,
71,18,3,in_progress,2024-03-14 10:30:42.000,23,0,2023-12-07 10:42:45.000
71,18,3,in_progress,2024-07-18 14:40:07.000,28,0,2024-03-14 10:30:42.000
71,18,3,completed,2024-08-11 11:27:12.000,30,1,2024-07-18 14:40:07.000
71,271,3,in_progress,2024-03-26 05:05:37.000,7,0,
71,271,3,in_progress,2024-09-09 12:00:17.000,10,0,2024-03-26 05:05:37.000
71,271,3,in_progress,2024-09-21 11:54:52.000,11,0,2024-09-09 12:00:17.000
71,271,3,completed,2024-09-27 07:24:46.000,12,1,2024-09-21 11:54:52.000
72,273,5,completed,2024-04-10 06:45:52.000,20,1,
73,68,7,in_progress,2024-05-06 07:52:12.000,6,0,
73,68,7,in_progress,2024-08-21 16:09:42.000,16,0,2024-05-06 07:52:12.000
73,68,7,completed,2024-08-22 18:59:05.000,20,1,2024-08-21 16:09:42.000
73,177,7,completed,2024-05-03 17:58:38.000,11,1,
74,216,1,completed,2024-08-07 13:43:58.000,7,1,
75,315,4,in_progress,2024-07-29 19:32:38.000,2,0,
75,315,4,in_progress,2024-08-02 00:14:45.000,5,0,2024-07-29 19:32:38.000
75,315,4,in_progress,2024-09-06 18:38:53.000,6,0,2024-08-02 00:14:45.000
75,315,4,completed,2024-09-15 13:06:05.000,7,1,2024-09-06 18:38:53.000
75,339,4,in_progress,2024-06-17 22:05:05.000,0,0,
75,339,4,in_progress,2024-08-22 07:31:25.000,3,0,2024-06-17 22:05:05.000
75,339,4,in_progress,2024-09-23 11:31:29.000,23,0,2024-08-22 07:31:25.000
75,339,4,in_progress,2024-10-05 06:58:54.000,24,0,2024-09-23 11:31:29.000
75,339,4,completed,2024-10-05 07:43:22.000,25,1,2024-10-05 06:58:54.000
76,41,4,in_progress,2024-09-01 21:53:39.000,10,0,
76,41,4,in_progress,2024-10-06 13:12:38.000,11,0,2024-09-01 21:53:39.000
76,41,4,completed,2024-10-06 22:23:17.000,12,1,2024-10-06 13:12:38.000
76,307,4,in_progress,2024-08-05 21:08:21.000,13,0,
76,307,4,in_progress,2024-10-04 11:23:55.000,21,0,2024-08-05 21:08:21.000
76,307,4,completed,2024-10-06 22:01:46.000,22,1,2024-10-04 11:23:55.000
77,238,1,in_progress,2024-03-04 04:11:09.000,12,0,
77,238,1,in_progress,2024-08-30 13:56:52.000,14,0,2024-03-04 04:11:09.000
77,238,1,completed,2024-09-27 17:34:45.000,15,1,2024-08-30 13:56:52.000
78,115,4,in_progress,2024-10-03 03:38:40.000,21,0,
78,115,4,in_progress,2024-10-04 14:11:18.000,22,0,2024-10-03 03:38:40.000
78,115,4,completed,2024-10-04 19:24:07.000,26,1,2024-10-04 14:11:18.000
79,23,2,in_progress,2023-12-09 12:47:12.000,2,0,
79,23,2,in_progress,2024-09-02 10:54:55.000,10,0,2023-12-09 12:47:12.000
79,23,2,in_progress,2024-09-11 08:51:54.000,11,0,2024-09-02 10:54:55.000
79,23,2,completed,2024-10-04 10:01:56.000,12,1,2024-09-11 08:51:54.000
79,166,2,in_progress,2024-08-04 03:14:10.000,10,0,
79,166,2,in_progress,2024-08-15 19:26:15.000,12,0,2024-08-04 03:14:10.000
79,166,2,in_progress,2024-08-31 21:30:35.000,14,0,2024-08-15 19:26:15.000
79,166,2,completed,2024-09-11 08:10:09.000,15,1,2024-08-31 21:30:35.000
79,251,2,in_progress,2023-06-05 19:37:12.000,6,0,
79,251,2,in_progress,2023-10-28 02:28:46.000,9,0,2023-06-05 19:37:12.000
79,251,2,in_progress,2023-10-29 18:11:58.000,13,0,2023-10-28 02:28:46.000
79,251,2,completed,2024-06-09 10:40:05.000,15,1,2023-10-29 18:11:58.000
80,205,6,in_progress,2024-07-25 13:56:04.000,3,0,
80,205,6,in_progress,2024-08-08 21:29:06.000,15,0,2024-07-25 13:56:04.000
80,205,6,in_progress,2024-10-02 15:40:24.000,19,0,2024-08-08 21:29:06.000
80,205,6,in_progress,2024-10-02 23:56:43.000,20,0,2024-10-02 15:40:24.000
80,205,6,in_progress,2024-10-07 04:40:28.000,25,0,2024-10-02 23:56:43.000
80,278,6,in_progress,2024-08-16 18:59:29.000,2,0,
80,278,6,in_progress,2024-09-04 02:23:45.000,13,0,2024-08-16 18:59:29.000
80,278,6,completed,2024-09-10 00:47:37.000,26,1,2024-09-04 02:23:45.000
82,225,1,in_progress,2024-08-06 21:46:08.000,15,0,
82,225,1,completed,2024-08-24 04:14:35.000,27,1,2024-08-06 21:46:08.000
83,286,3,in_progress,2023-12-25 16:22:53.000,7,0,
83,286,3,completed,2024-02-22 18:48:35.000,9,1,2023-12-25 16:22:53.000
84,51,2,in_progress,2024-09-17 02:38:52.000,18,0,
84,51,2,in_progress,2024-09-22 11:31:03.000,25,0,2024-09-17 02:38:52.000
84,51,2,in_progress,2024-09-23 01:06:16.000,27,0,2024-09-22 11:31:03.000
84,51,2,in_progress,2024-10-04 23:43:14.000,28,0,2024-09-23 01:06:16.000
84,51,2,completed,2024-10-07 04:43:16.000,29,1,2024-10-04 23:43:14.000
84,94,2,in_progress,2024-09-22 18:32:22.000,1,0,
84,94,2,in_progress,2024-09-23 18:24:26.000,5,0,2024-09-22 18:32:22.000
84,94,2,completed,2024-09-24 13:37:25.000,6,1,2024-09-23 18:24:26.000
85,17,6,in_progress,2023-06-25 03:00:25.000,6,0,
85,17,6,in_progress,2024-08-12 13:26:42.000,8,0,2023-06-25 03:00:25.000
85,17,6,in_progress,2024-09-13 04:07:52.000,9,0,2024-08-12 13:26:42.000
85,17,6,in_progress,2024-09-25 22:11:40.000,13,0,2024-09-13 04:07:52.000
85,17,6,completed,2024-09-28 22:34:30.000,14,1,2024-09-25 22:11:40.000
85,40,6,in_progress,2024-09-24 04:54:02.000,11,0,
85,40,6,in_progress,2024-10-01 18:35:47.000,16,0,2024-09-24 04:54:02.000
85,40,6,completed,2024-10-04 02:09:30.000,17,1,2024-10-01 18:35:47.000
85,196,6,in_progress,2023-10-09 01:13:38.000,7,0,
85,196,6,in_progress,2024-05-30 17:19:22.000,17,0,2023-10-09 01:13:38.000
85,196,6,in_progress,2024-06-25 06:30:28.000,20,0,2024-05-30 17:19:22.000
85,196,6,completed,2024-07-09 04:14:49.000,21,1,2024-06-25 06:30:28.000
88,67,6,in_progress,2024-08-10 01:43:59.000,27,0,
88,67,6,in_progress,2024-09-28 09:26:21.000,28,0,2024-08-10 01:43:59.000
88,67,6,completed,2024-09-30 16:23:35.000,29,1,2024-09-28 09:26:21.000
88,112,6,in_progress,2024-09-06 08:24:53.000,2,0,
88,112,6,in_progress,2024-10-03 21:16:50.000,21,0,2024-09-06 08:24:53.000
88,112,6,completed,2024-10-05 11:48:13.000,22,1,2024-10-03 21:16:50.000
88,233,6,in_progress,2024-06-05 17:01:15.000,3,0,
88,233,6,in_progress,2024-06-26 09:36:30.000,12,0,2024-06-05 17:01:15.000
88,233,6,in_progress,2024-07-28 21:53:34.000,13,0,2024-06-26 09:36:30.000
88,233,6,in_progress,2024-08-02 18:36:25.000,18,0,2024-07-28 21:53:34.000
88,233,6,completed,2024-10-02 09:48:37.000,19,1,2024-08-02 18:36:25.000
89,162,3,in_progress,2024-08-08 21:59:12.000,21,0,
89,162,3,in_progress,2024-08-09 18:10:59.000,23,0,2024-08-08 21:59:12.000
89,162,3,in_progress,2024-09-21 22:40:05.000,24,0,2024-08-09 18:10:59.000
89,162,3,completed,2024-10-07 05:25:46.000,25,1,2024-09-21 22:40:05.000
89,288,3,in_progress,2024-09-11 15:33:25.000,10,0,
89,288,3,in_progress,2024-09-23 00:37:27.000,20,0,2024-09-11 15:33:25.000
89,288,3,completed,2024-10-07 06:47:37.000,21,1,2024-09-23 00:37:27.000
91,112,6,in_progress,2024-08-24 22:33:40.000,20,0,
91,112,6,completed,2024-09-03 08:55:22.000,22,1,2024-08-24 22:33:40.000
92,335,1,in_progress,2024-10-03 23:55:56.000,0,0,
92,335,1,in_progress,2024-10-04 17:08:20.000,15,0,2024-10-03 23:55:56.000
92,335,1,completed,2024-10-05 00:15:48.000,22,1,2024-10-04 17:08:20.000
96,135,4,in_progress,2024-07-11 05:34:07.000,12,0,
96,135,4,in_progress,2024-08-09 21:52:30.000,22,0,2024-07-11 05:34:07.000
96,135,4,in_progress,2024-10-01 01:17:31.000,24,0,2024-08-09 21:52:30.000
96,135,4,completed,2024-10-04 16:52:19.000,26,1,2024-10-01 01:17:31.000
97,54,7,in_progress,2024-08-28 00:59:31.000,17,0,
97,54,7,completed,2024-09-29 11:52:36.000,20,1,2024-08-28 00:59:31.000
97,277,7,in_progress,2023-10-26 20:24:47.000,6,0,
97,277,7,in_progress,2024-08-29 11:57:56.000,10,0,2023-10-26 20:24:47.000
97,277,7,completed,2024-09-30 05:26:38.000,14,1,2024-08-29 11:57:56.000
98,266,6,completed,2024-09-20 13:48:00.000,5,1,
98,298,6,in_progress,2024-09-05 17:32:18.000,3,0,
98,298,6,in_progress,2024-09-14 01:00:26.000,4,0,2024-09-05 17:32:18.000
98,298,6,completed,2024-10-05 07:39:26.000,5,1,2024-09-14 01:00:26.000
98,353,6,completed,2024-08-13 17:32:39.000,6,1,
99,14,1,in_progress,2024-05-01 22:29:47.000,4,0,
99,14,1,completed,2024-08-21 17:02:37.000,5,1,2024-05-01 22:29:47.000
99,76,1,in_progress,2024-08-01 13:08:09.000,3,0,
99,76,1,completed,2024-08-24 03:34:10.000,7,1,2024-08-01 13:08:09.000
99,99,1,in_progress,2024-08-06 07:05:40.000,2,0,
99,99,1,in_progress,2024-08-19 12:56:43.000,3,0,2024-08-06 07:05:40.000
99,99,1,in_progress,2024-09-14 20:53:18.000,9,0,2024-08-19 12:56:43.000
99,99,1,completed,2024-10-02 05:40:52.000,10,1,2024-09-14 20:53:18.000
100,201,3,completed,2024-09-27 16:42:43.000,10,1,
100,281,3,in_progress,2024-10-02 15:33:20.000,6,0,
100,281,3,completed,2024-10-03 02:11:05.000,7,1,2024-10-02 15:33:20.000
100,366,3,in_progress,2024-08-25 05:24:26.000,14,0,
100,366,3,in_progress,2024-09-10 20:43:33.000,15,0,2024-08-25 05:24:26.000
100,366,3,completed,2024-09-20 07:29:47.000,16,1,2024-09-10 20:43:33.000
101,18,2,in_progress,2024-08-23 07:06:26.000,23,0,
101,18,2,in_progress,2024-09-12 07:34:40.000,26,0,2024-08-23 07:06:26.000
101,18,2,in_progress,2024-09-27 11:10:03.000,28,0,2024-09-12 07:34:40.000
101,18,2,completed,2024-10-04 20:31:35.000,30,1,2024-09-27 11:10:03.000
101,22,2,in_progress,2024-09-11 14:10:21.000,6,0,
101,22,2,in_progress,2024-10-03 20:48:54.000,8,0,2024-09-11 14:10:21.000
101,22,2,completed,2024-10-04 23:57:27.000,9,1,2024-10-03 20:48:54.000
103,16,6,in_progress,2024-07-18 05:33:27.000,10,0,
103,16,6,in_progress,2024-08-18 10:20:53.000,16,0,2024-07-18 05:33:27.000
103,16,6,completed,2024-09-08 19:25:18.000,17,1,2024-08-18 10:20:53.000
103,81,6,in_progress,2024-10-05 08:56:32.000,16,0,
103,81,6,completed,2024-10-06 03:28:05.000,17,1,2024-10-05 08:56:32.000
103,294,6,in_progress,2024-07-04 04:49:16.000,3,0,
103,294,6,in_progress,2024-07-18 00:58:28.000,5,0,2024-07-04 04:49:16.000
103,294,6,in_progress,2024-09-24 00:21:05.000,9,0,2024-07-18 00:58:28.000
103,294,6,in_progress,2024-09-28 00:23:47.000,12,0,2024-09-24 00:21:05.000
103,294,6,in_progress,2024-10-06 13:26:59.000,14,0,2024-09-28 00:23:47.000
104,127,5,in_progress,2024-07-09 02:37:53.000,12,0,
104,127,5,in_progress,2024-09-06 20:11:50.000,22,0,2024-07-09 02:37:53.000
104,127,5,in_progress,2024-09-22 03:12:20.000,24,0,2024-09-06 20:11:50.000
104,127,5,in_progress,2024-10-03 12:09:46.000,27,0,2024-09-22 03:12:20.000
104,127,5,completed,2024-10-06 09:14:30.000,28,1,2024-10-03 12:09:46.000
104,375,5,in_progress,2024-09-19 12:13:18.000,5,0,
104,375,5,completed,2024-09-22 22:44:00.000,7,1,2024-09-19 12:13:18.000
105,147,4,completed,2024-08-12 23:59:50.000,8,1,
106,19,5,in_progress,2023-10-21 20:23:50.000,11,0,
106,19,5,in_progress,2024-01-06 01:19:02.000,21,0,2023-10-21 20:23:50.000
106,19,5,completed,2024-01-27 05:47:10.000,26,1,2024-01-06 01:19:02.000
107,172,3,in_progress,2024-06-30 21:50:30.000,16,0,
107,172,3,completed,2024-07-27 13:07:49.000,18,1,2024-06-30 21:50:30.000
107,185,3,in_progress,2024-09-04 19:38:33.000,5,0,
107,185,3,in_progress,2024-10-05 06:09:49.000,26,0,2024-09-04 19:38:33.000
107,185,3,in_progress,2024-10-05 10:19:55.000,28,0,2024-10-05 06:09:49.000
107,185,3,completed,2024-10-06 15:28:08.000,29,1,2024-10-05 10:19:55.000
107,212,3,in_progress,2024-07-31 18:57:56.000,1,0,
107,212,3,in_progress,2024-08-17 09:32:29.000,10,0,2024-07-31 18:57:56.000
107,212,3,in_progress,2024-09-28 21:56:56.000,13,0,2024-08-17 09:32:29.000
107,212,3,in_progress,2024-10-02 17:38:16.000,14,0,2024-09-28 21:56:56.000
107,212,3,in_progress,2024-10-03 16:12:08.000,20,0,2024-10-02 17:38:16.000
108,323,2,in_progress,2024-04-02 12:37:47.000,9,0,
108,323,2,in_progress,2024-07-25 13:13:47.000,14,0,2024-04-02 12:37:47.000
108,323,2,completed,2024-09-15 12:22:40.000,16,1,2024-07-25 13:13:47.000
109,150,5,in_progress,2024-06-14 10:35:20.000,16,0,
109,150,5,in_progress,2024-06-14 17:54:17.000,20,0,2024-06-14 10:35:20.000
109,150,5,in_progress,2024-09-04 19:07:20.000,22,0,2024-06-14 17:54:17.000
109,150,5,in_progress,2024-09-14 21:13:05.000,24,0,2024-09-04 19:07:20.000
109,150,5,completed,2024-10-03 17:29:05.000,27,1,2024-09-14 21:13:05.000
109,284,5,in_progress,2024-08-10 03:37:58.000,1,0,
109,284,5,completed,2024-09-09 05:01:20.000,5,1,2024-08-10 03:37:58.000
112,2,1,in_progress,2023-03-06 15:45:04.000,6,0,
112,2,1,in_progress,2023-11-15 21:05:00.000,19,0,2023-03-06 15:45:04.000
112,2,1,in_progress,2024-02-14 11:08:27.000,24,0,2023-11-15 21:05:00.000
112,2,1,in_progress,2024-09-11 14:05:39.000,26,0,2024-02-14 11:08:27.000
112,2,1,completed,2024-10-04 04:42:54.000,27,1,2024-09-11 14:05:39.000
112,104,1,in_progress,2024-09-11 21:56:25.000,2,0,
112,104,1,in_progress,2024-09-30 07:24:45.000,8,0,2024-09-11 21:56:25.000
112,104,1,completed,2024-10-07 02:54:55.000,9,1,2024-09-30 07:24:45.000
112,349,1,in_progress,2023-08-10 22:00:42.000,1,0,
112,349,1,in_progress,2024-03-04 05:32:17.000,4,0,2023-08-10 22:00:42.000
112,349,1,completed,2024-08-03 22:42:31.000,5,1,2024-03-04 05:32:17.000
114,143,8,in_progress,2024-08-16 22:16:23.000,7,0,
114,143,8,in_progress,2024-10-07 06:04:40.000,9,0,2024-08-16 22:16:23.000
114,143,8,completed,2024-10-07 08:05:30.000,16,1,2024-10-07 06:04:40.000
114,160,8,in_progress,2023-12-13 21:25:55.000,17,0,
114,160,8,in_progress,2024-01-12 04:49:55.000,19,0,2023-12-13 21:25:55.000
114,160,8,completed,2024-09-25 08:26:43.000,21,1,2024-01-12 04:49:55.000
115,256,4,in_progress,2023-10-23 08:33:39.000,7,0,
115,256,4,in_progress,2024-03-19 20:17:11.000,23,0,2023-10-23 08:33:39.000
115,256,4,completed,2024-07-16 23:17:54.000,25,1,2024-03-19 20:17:11.000
117,204,3,in_progress,2024-09-28 10:34:53.000,7,0,
117,204,3,in_progress,2024-09-29 06:03:45.000,14,0,2024-09-28 10:34:53.000
117,204,3,in_progress,2024-09-29 15:28:54.000,20,0,2024-09-29 06:03:45.000
117,204,3,in_progress,2024-10-03 09:20:47.000,23,0,2024-09-29 15:28:54.000
117,204,3,completed,2024-10-05 09:22:03.000,28,1,2024-10-03 09:20:47.000
117,320,3,in_progress,2024-08-12 04:38:35.000,5,0,
117,320,3,completed,2024-10-04 09:51:31.000,11,1,2024-08-12 04:38:35.000
118,12,5,in_progress,2024-09-29 17:12:34.000,27,0,
118,12,5,completed,2024-10-04 17:08:00.000,28,1,2024-09-29 17:12:34.000
118,16,5,in_progress,2024-09-16 08:03:28.000,12,0,
118,16,5,in_progress,2024-09-25 07:35:31.000,14,0,2024-09-16 08:03:28.000
118,16,5,completed,2024-09-29 18:24:03.000,17,1,2024-09-25 07:35:31.000
118,295,5,in_progress,2024-04-02 03:25:06.000,5,0,
118,295,5,in_progress,2024-08-19 06:38:04.000,10,0,2024-04-02 03:25:06.000
118,295,5,in_progress,2024-08-22 10:56:03.000,11,0,2024-08-19 06:38:04.000
118,295,5,completed,2024-08-30 23:04:09.000,13,1,2024-08-22 10:56:03.000
119,387,6,in_progress,2024-08-03 23:08:59.000,0,0,
119,387,6,in_progress,2024-09-29 11:08:25.000,5,0,2024-08-03 23:08:59.000
119,387,6,in_progress,2024-10-03 17:03:51.000,6,0,2024-09-29 11:08:25.000
119,387,6,completed,2024-10-04 04:46:47.000,7,1,2024-10-03 17:03:51.000
120,3,4,in_progress,2023-05-18 20:29:27.000,3,0,
120,3,4,completed,2024-06-04 07:54:23.000,13,1,2023-05-18 20:29:27.000
120,250,4,in_progress,2024-03-14 02:41:13.000,3,0,
120,250,4,in_progress,2024-08-09 12:35:15.000,9,0,2024-03-14 02:41:13.000
120,250,4,completed,2024-09-01 03:46:27.000,10,1,2024-08-09 12:35:15.000
120,318,4,in_progress,2024-04-26 03:12:29.000,15,0,
120,318,4,in_progress,2024-06-17 13:00:21.000,16,0,2024-04-26 03:12:29.000
120,318,4,in_progress,2024-09-15 11:45:02.000,22,0,2024-06-17 13:00:21.000
120,318,4,completed,2024-09-29 16:32:54.000,23,1,2024-09-15 11:45:02.000
121,203,6,in_progress,2024-10-06 21:45:24.000,2,0,
121,203,6,in_progress,2024-10-07 04:15:09.000,5,0,2024-10-06 21:45:24.000
121,203,6,in_progress,2024-10-07 07:03:05.000,9,0,2024-10-07 04:15:09.000
121,203,6,completed,2024-10-07 08:30:08.000,10,1,2024-10-07 07:03:05.000
121,372,6,in_progress,2024-10-06 05:50:20.000,0,0,
121,372,6,in_progress,2024-10-07 06:16:03.000,7,0,2024-10-06 05:50:20.000
121,372,6,in_progress,2024-10-07 07:31:02.000,8,0,2024-10-07 06:16:03.000
121,372,6,in_progress,2024-10-07 07:49:43.000,11,0,2024-10-07 07:31:02.000
121,372,6,in_progress,2024-10-07 08:28:50.000,12,0,2024-10-07 07:49:43.000
125,47,2,in_progress,2024-08-27 14:56:27.000,1,0,
125,47,2,in_progress,2024-09-16 03:10:51.000,4,0,2024-08-27 14:56:27.000
125,47,2,completed,2024-09-26 11:15:33.000,11,1,2024-09-16 03:10:51.000
127,240,6,completed,2024-07-06 02:54:37.000,24,1,
128,230,8,in_progress,2024-08-23 12:03:31.000,25,0,
128,230,8,in_progress,2024-10-01 03:20:23.000,28,0,2024-08-23 12:03:31.000
128,230,8,in_progress,2024-10-04 07:46:38.000,29,0,2024-10-01 03:20:23.000
128,230,8,completed,2024-10-07 06:57:55.000,30,1,2024-10-04 07:46:38.000
128,355,8,in_progress,2024-06-25 21:00:50.000,0,0,
128,355,8,in_progress,2024-07-05 07:57:22.000,1,0,2024-06-25 21:00:50.000
128,355,8,in_progress,2024-07-15 14:14:09.000,2,0,2024-07-05 07:57:22.000
128,355,8,in_progress,2024-07-19 07:40:09.000,5,0,2024-07-15 14:14:09.000
128,355,8,completed,2024-10-05 11:53:05.000,6,1,2024-07-19 07:40:09.000
130,45,6,in_progress,2024-09-16 12:06:02.000,22,0,
130,45,6,in_progress,2024-09-23 03:18:18.000,23,0,2024-09-16 12:06:02.000
130,45,6,completed,2024-10-05 09:19:43.000,24,1,2024-09-23 03:18:18.000
130,62,6,in_progress,2024-05-18 01:10:13.000,6,0,
130,62,6,in_progress,2024-05-31 11:24:51.000,9,0,2024-05-18 01:10:13.000
130,62,6,completed,2024-08-24 08:34:14.000,23,1,2024-05-31 11:24:51.000
130,388,6,in_progress,2024-09-18 06:45:28.000,0,0,
130,388,6,in_progress,2024-10-02 18:56:35.000,4,0,2024-09-18 06:45:28.000
130,388,6,completed,2024-10-04 20:45:43.000,12,1,2024-10-02 18:56:35.000
131,61,3,in_progress,2023-08-21 00:29:37.000,3,0,
131,61,3,in_progress,2024-08-30 11:14:56.000,5,0,2023-08-21 00:29:37.000
131,61,3,completed,2024-09-14 23:40:07.000,9,1,2024-08-30 11:14:56.000
131,302,3,in_progress,2023-12-22 23:44:20.000,1,0,
131,302,3,completed,2024-06-26 00:16:54.000,25,1,2023-12-22 23:44:20.000
131,345,3,completed,2023-06-06 21:56:42.000,7,1,
132,130,2,in_progress,2024-08-16 20:55:27.000,10,0,
132,130,2,completed,2024-09-12 05:54:18.000,11,1,2024-08-16 20:55:27.000
132,245,2,in_progress,2024-04-18 23:05:15.000,8,0,
132,245,2,completed,2024-09-20 15:46:12.000,9,1,2024-04-18 23:05:15.000
132,262,2,in_progress,2024-10-05 20:37:19.000,21,0,
132,262,2,completed,2024-10-06 17:14:50.000,27,1,2024-10-05 20:37:19.000
133,214,3,in_progress,2024-06-30 19:30:56.000,8,0,
133,214,3,in_progress,2024-09-20 12:44:08.000,9,0,2024-06-30 19:30:56.000
133,214,3,in_progress,2024-10-03 02:59:56.000,14,0,2024-09-20 12:44:08.000
133,214,3,completed,2024-10-06 23:58:51.000,16,1,2024-10-03 02:59:56.000
134,112,4,in_progress,2024-09-11 00:06:22.000,11,0,
134,112,4,in_progress,2024-09-25 05:38:13.000,16,0,2024-09-11 00:06:22.000
134,112,4,in_progress,2024-09-27 21:21:11.000,20,0,2024-09-25 05:38:13.000
134,112,4,in_progress,2024-09-28 16:10:51.000,21,0,2024-09-27 21:21:11.000
134,112,4,completed,2024-09-29 13:26:55.000,22,1,2024-09-28 16:10:51.000
134,130,4,in_progress,2024-08-08 15:04:39.000,10,0,
134,130,4,completed,2024-08-23 02:33:28.000,11,1,2024-08-08 15:04:39.000
135,219,6,in_progress,2024-10-06 00:21:49.000,21,0,
135,219,6,in_progress,2024-10-06 06:40:35.000,22,0,2024-10-06 00:21:49.000
135,219,6,completed,2024-10-06 08:41:31.000,28,1,2024-10-06 06:40:35.000
135,329,6,in_progress,2024-07-16 16:45:12.000,21,0,
135,329,6,in_progress,2024-09-11 03:44:34.000,22,0,2024-07-16 16:45:12.000
135,329,6,completed,2024-09-18 12:09:21.000,23,1,2024-09-11 03:44:34.000
135,337,6,in_progress,2023-06-16 13:33:33.000,6,0,
135,337,6,in_progress,2023-09-13 22:30:02.000,7,0,2023-06-16 13:33:33.000
135,337,6,completed,2023-11-07 11:08:43.000,11,1,2023-09-13 22:30:02.000
136,30,5,in_progress,2024-06-18 18:48:37.000,5,0,
136,30,5,in_progress,2024-09-01 02:57:36.000,17,0,2024-06-18 18:48:37.000
136,30,5,in_progress,2024-09-11 05:31:44.000,18,0,2024-09-01 02:57:36.000
136,30,5,completed,2024-09-29 13:29:23.000,19,1,2024-09-11 05:31:44.000
136,236,5,in_progress,2023-12-02 09:49:32.000,26,0,
136,236,5,in_progress,2023-12-06 16:16:16.000,27,0,2023-12-02 09:49:32.000
136,236,5,completed,2023-12-13 15:16:15.000,29,1,2023-12-06 16:16:16.000
137,15,2,in_progress,2024-09-22 15:07:45.000,6,0,
137,15,2,in_progress,2024-10-05 08:37:01.000,8,0,2024-09-22 15:07:45.000
137,15,2,in_progress,2024-10-05 16:28:18.000,15,0,2024-10-05 08:37:01.000
137,15,2,completed,2024-10-05 17:06:26.000,16,1,2024-10-05 16:28:18.000
137,122,2,in_progress,2024-07-26 17:49:00.000,3,0,
137,122,2,in_progress,2024-08-20 07:25:09.000,7,0,2024-07-26 17:49:00.000
137,122,2,in_progress,2024-08-21 09:32:30.000,8,0,2024-08-20 07:25:09.000
137,122,2,in_progress,2024-09-22 14:38:48.000,10,0,2024-08-21 09:32:30.000
137,122,2,in_progress,2024-09-30 12:44:08.000,11,0,2024-09-22 14:38:48.000
138,198,7,in_progress,2024-07-23 12:00:08.000,14,0,
138,198,7,completed,2024-07-24 03:20:54.000,15,1,2024-07-23 12:00:08.000
140,34,5,in_progress,2024-09-12 06:59:10.000,14,0,
140,34,5,in_progress,2024-09-14 23:40:23.000,16,0,2024-09-12 06:59:10.000
140,34,5,in_progress,2024-10-05 09:03:17.000,22,0,2024-09-14 23:40:23.000
140,34,5,completed,2024-10-06 03:02:59.000,23,1,2024-10-05 09:03:17.000
140,320,5,completed,2024-09-26 01:18:30.000,11,1,
141,162,6,in_progress,2024-07-06 09:45:29.000,23,0,
141,162,6,in_progress,2024-07-20 07:35:08.000,24,0,2024-07-06 09:45:29.000
141,162,6,completed,2024-09-30 17:43:00.000,25,1,2024-07-20 07:35:08.000
141,183,6,in_progress,2024-07-18 16:37:26.000,6,0,
141,183,6,in_progress,2024-07-31 02:08:22.000,8,0,2024-07-18 16:37:26.000
141,183,6,in_progress,2024-10-01 16:49:55.000,10,0,2024-07-31 02:08:22.000
141,183,6,completed,2024-10-07 05:42:27.000,11,1,2024-10-01 16:49:55.000
141,292,6,in_progress,2024-07-19 16:24:26.000,3,0,
141,292,6,in_progress,2024-08-21 19:10:12.000,9,0,2024-07-19 16:24:26.000
141,292,6,completed,2024-09-24 12:48:11.000,11,1,2024-08-21 19:10:12.000
142,102,5,in_progress,2024-04-05 14:55:28.000,14,0,
142,102,5,completed,2024-06-30 02:26:48.000,22,1,2024-04-05 14:55:28.000
144,212,2,completed,2024-10-05 16:35:28.000,21,1,
144,318,2,in_progress,2024-10-01 17:07:11.000,18,0,
144,318,2,in_progress,2024-10-02 04:26:54.000,21,0,2024-10-01 17:07:11.000
144,318,2,in_progress,2024-10-06 14:49:22.000,22,0,2024-10-02 04:26:54.000
144,318,2,completed,2024-10-07 06:38:43.000,23,1,2024-10-06 14:49:22.000
144,374,2,in_progress,2024-10-05 10:02:25.000,15,0,
144,374,2,in_progress,2024-10-06 12:02:29.000,21,0,2024-10-05 10:02:25.000
144,374,2,in_progress,2024-10-06 20:10:03.000,27,0,2024-10-06 12:02:29.000
144,374,2,in_progress,2024-10-07 08:04:59.000,29,0,2024-10-06 20:10:03.000
144,374,2,completed,2024-10-07 08:42:44.000,30,1,2024-10-07 08:04:59.000
145,53,2,in_progress,2024-08-08 04:51:44.000,0,0,
