id,userId,skillId,level
1215,157,79,Advanced
1216,157,144,Intermediate
1217,157,8,Advanced
1218,157,193,Advanced
1219,157,34,Beginner
1220,157,71,Intermediate
1221,157,129,Beginner
1222,157,111,Advanced
1223,158,159,Beginner
1224,158,60,Advanced
1225,158,136,Beginner
1226,158,41,Advanced
1227,158,97,Intermediate
1228,159,163,Advanced
1229,159,79,Advanced
1230,159,143,Advanced
1231,159,170,Advanced
1232,159,164,Advanced
1233,159,55,Beginner
1234,159,154,Advanced
1235,159,133,Intermediate
1236,159,17,Intermediate
1237,159,12,Advanced
1238,159,64,Intermediate
1239,159,94,Advanced
1240,159,99,Advanced
1241,159,47,Intermediate
1242,159,136,Beginner
1243,159,23,Beginner
1244,159,113,Advanced
1245,160,117,Intermediate
1246,160,57,Advanced
1247,160,158,Beginner
1248,160,72,Intermediate
1249,160,150,Advanced
1250,160,189,Advanced
1251,160,155,Advanced
1252,160,51,Intermediate
1253,160,78,Intermediate
1254,160,191,Advanced
1255,160,28,Intermediate
1256,160,96,Advanced
1257,160,29,Beginner
1258,160,104,Intermediate
1259,161,186,Advanced
1260,161,148,Beginner
1261,161,26,Advanced
1262,161,101,Advanced
1263,161,141,Intermediate
1264,161,169,Beginner
1265,161,18,Intermediate
1266,161,43,Intermediate
1267,161,33,Intermediate
1268,161,94,Advanced
1269,161,82,Intermediate
1270,161,149,Beginner
1271,161,46,Intermediate
1272,161,105,Intermediate
1273,161,126,Intermediate
1274,161,58,Beginner
1275,162,115,Intermediate
1276,163,83,Advanced
1277,163,25,Intermediate
1278,163,170,Advanced
1279,163,90,Advanced
1280,163,10,Intermediate
1281,163,3,Intermediate
1282,163,49,Beginner
1283,163,66,Intermediate
1284,163,121,Beginner
1285,163,117,Beginner
1286,163,144,Beginner
1287,163,38,Beginner
1288,164,178,Intermediate
1289,164,139,Advanced
1290,164,131,Advanced
1291,164,120,Intermediate
1292,164,118,Beginner
1293,164,179,Intermediate
1294,164,149,Intermediate
1295,164,197,Beginner
1296,165,118,Intermediate
1297,165,160,Beginner
1298,165,1,Intermediate
1299,165,64,Advanced
1300,166,144,Beginner
1301,166,89,Intermediate
1302,166,133,Intermediate
1303,166,25,Beginner
1304,167,191,Advanced
1305,167,2,Advanced
1306,167,88,Beginner
1307,167,48,Intermediate
1308,167,120,Beginner
1309,168,155,Intermediate
1310,168,97,Intermediate
1311,168,43,Beginner
1312,168,175,Intermediate
1313,168,2,Advanced
1314,168,3,Beginner
1315,168,102,Advanced
1316,168,104,Beginner
1317,168,158,Intermediate
1318,168,139,Advanced
1319,168,162,Advanced
1320,168,173,Beginner
1321,168,51,Beginner
1322,168,117,Intermediate
1323,168,26,Intermediate
1324,168,109,Beginner
1325,168,120,Intermediate
1326,168,174,Intermediate
1327,168,156,Beginner
1328,169,124,Intermediate
1329,169,76,Beginner
1330,169,188,Intermediate
1331,169,45,Beginner
1332,169,30,Intermediate
1333,169,48,Beginner
1334,169,125,Beginner
1335,169,10,Beginner
1336,169,46,Intermediate
1337,170,29,Advanced
1338,170,77,Advanced
1339,170,140,Advanced
1340,170,48,Advanced
1341,170,56,Beginner
1342,170,31,Advanced
1343,170,9,Intermediate
1344,170,116,Intermediate
1345,170,137,Advanced
1346,170,118,Intermediate
1347,170,158,Intermediate
1348,170,114,Advanced
1349,170,68,Intermediate
1350,170,41,Intermediate
1351,170,49,Beginner
1352,171,34,Advanced
1353,171,149,Intermediate
1354,171,77,Advanced
1355,171,199,Intermediate
1356,172,149,Beginner
1357,172,144,Intermediate
1358,172,178,Advanced
1359,172,46,Intermediate
1360,173,80,Beginner
1361,173,131,Beginner
1362,173,77,Beginner
1363,173,3,Beginner
1364,174,200,Beginner
1365,174,128,Intermediate
1366,174,137,Beginner
1367,174,185,Beginner
1368,174,77,Beginner
1369,174,6,Beginner
1370,174,16,Intermediate
1371,174,51,Intermediate
1372,174,70,Intermediate
1373,174,114,Intermediate
1374,174,9,Beginner
1375,174,140,Beginner
1376,174,167,Advanced
1377,174,115,Beginner
1378,174,193,Advanced
1379,174,148,Intermediate
1380,175,8,Advanced
1381,175,184,Advanced
1382,175,150,Advanced
1383,175,132,Advanced
1384,175,164,Beginner
1385,175,89,Advanced
1386,175,153,Beginner
1387,175,122,Advanced
1388,175,167,Beginner
1389,175,149,Advanced
1390,176,79,Advanced
1391,176,156,Beginner
1392,176,68,Advanced
1393,176,4,Beginner
1394,177,191,Beginner
1395,177,154,Intermediate
1396,178,4,Beginner
1397,178,115,Intermediate
1398,178,74,Intermediate
1399,178,20,Advanced
1400,178,152,Intermediate
1401,178,148,Advanced
1402,178,33,Beginner
1403,178,62,Advanced
1404,178,99,Advanced
1405,178,100,Beginner
1406,178,16,Intermediate
1407,178,172,Intermediate
1408,178,133,Advanced
1409,178,57,Beginner
1410,179,117,Intermediate
1411,180,53,Beginner
1412,180,69,Beginner
1413,180,25,Beginner
1414,180,193,Advanced
1415,180,197,Intermediate
1416,180,48,Advanced
1417,180,59,Intermediate
1418,180,119,Beginner
1419,181,153,Advanced
1420,182,125,Beginner
1421,182,31,Advanced
1422,182,35,Beginner
1423,182,36,Beginner
1424,183,84,Beginner
1425,183,164,Advanced
1426,183,172,Beginner
1427,183,123,Intermediate
1428,184,80,Advanced
1429,184,189,Beginner
1430,184,175,Advanced
1431,184,184,Beginner
1432,184,43,Intermediate
1433,184,157,Beginner
1434,184,6,Intermediate
1435,184,27,Advanced
1436,184,112,Beginner
1437,184,195,Advanced
1438,184,33,Advanced
1439,184,60,Beginner
1440,184,137,Advanced
1441,185,18,Intermediate
1442,185,133,Intermediate
1443,185,24,Beginner
1444,185,55,Beginner
1445,185,53,Advanced
1446,185,138,Beginner
1447,185,83,Advanced
1448,185,199,Beginner
1449,185,37,Advanced
1450,185,101,Advanced
1451,185,59,Beginner
1452,185,132,Advanced
1453,185,117,Advanced
1454,185,38,Beginner
1455,185,61,Beginner
1456,185,79,Advanced
1457,185,88,Advanced
1458,186,136,Advanced
1459,186,164,Beginner
1460,186,178,Advanced
1461,186,131,Intermediate
1462,186,77,Intermediate
1463,186,3,Intermediate
1464,187,118,Intermediate
1465,187,96,Advanced
1466,187,152,Beginner
1467,187,39,Advanced
1468,187,29,Advanced
1469,187,88,Advanced
1470,187,87,Advanced
1471,187,84,Intermediate
1472,187,174,Advanced
1473,188,175,Advanced
1474,188,80,Advanced
1475,188,190,Intermediate
1476,188,88,Beginner
1477,188,29,Beginner
1478,188,8,Beginner
1479,188,21,Intermediate
1480,188,111,Beginner
1481,188,174,Beginner
1482,188,183,Intermediate
1483,188,157,Intermediate
1484,188,34,Intermediate
1485,189,17,Advanced
1486,189,24,Intermediate
1487,189,124,Advanced
1488,189,172,Advanced
1489,190,180,Advanced
1490,190,88,Intermediate
1491,190,199,Advanced
1492,190,139,Beginner
1493,190,17,Intermediate
1494,190,158,Advanced
1495,190,152,Beginner
1496,190,101,Intermediate
1497,190,28,Intermediate
1498,191,194,Advanced
1499,191,102,Intermediate
1500,191,133,Advanced
1501,191,99,Intermediate
1502,191,100,Beginner
1503,191,16,Intermediate
1504,191,172,Advanced
1505,191,175,Intermediate
1506,191,126,Beginner
1507,191,73,Intermediate
1508,191,153,Advanced
1509,191,51,Intermediate
1510,191,104,Beginner
1511,191,111,Advanced
1512,192,51,Advanced
1513,192,101,Beginner
1514,192,148,Beginner
1515,192,79,Beginner
1516,192,56,Intermediate
1517,193,62,Beginner
1518,193,49,Advanced
1519,193,61,Intermediate
1520,193,193,Advanced
1521,193,2,Advanced
1522,193,3,Intermediate
1523,193,102,Intermediate
1524,193,104,Intermediate
1525,193,158,Intermediate
1526,193,139,Advanced
1527,193,190,Advanced
1528,193,50,Advanced
1529,193,174,Advanced
1530,193,15,Advanced
1531,193,6,Intermediate
1532,193,37,Beginner
1533,194,161,Beginner
1534,194,78,Advanced
1535,194,55,Intermediate
1536,194,50,Advanced
1537,194,136,Advanced
1538,194,196,Beginner
1539,194,31,Beginner
1540,194,9,Intermediate
1541,194,116,Advanced
1542,194,137,Advanced
1543,194,118,Intermediate
1544,195,15,Beginner
1545,195,126,Advanced
1546,195,115,Intermediate
1547,196,174,Beginner
1548,196,178,Beginner
1549,196,80,Beginner
1550,196,16,Intermediate
1551,196,8,Advanced
1552,196,131,Beginner
1553,197,30,Advanced
1554,198,148,Intermediate
1555,198,65,Advanced
1556,198,2,Advanced
1557,198,184,Intermediate
1558,198,8,Beginner
1559,199,104,Intermediate
1560,199,200,Advanced
1561,199,21,Advanced
1562,199,192,Beginner
1563,199,61,Intermediate
1564,199,184,Advanced
1565,199,130,Beginner
1566,199,159,Beginner
1567,199,6,Beginner
1568,199,195,Advanced
1569,200,92,Advanced
1570,200,184,Advanced
1571,200,1,Advanced
1572,200,107,Intermediate
1573,200,71,Intermediate
1574,200,99,Intermediate
1575,200,100,Intermediate
1576,200,3,Advanced
1577,200,136,Intermediate
1578,200,37,Intermediate
1579,201,172,Advanced
1580,201,141,Intermediate
1581,201,109,Advanced
1582,201,98,Beginner
1583,201,5,Intermediate
1584,202,30,Intermediate
1585,202,177,Intermediate
1586,202,183,Intermediate
1587,202,180,Intermediate
1588,202,95,Advanced
1589,202,193,Advanced
1590,202,160,Intermediate
1591,202,78,Intermediate
1592,202,62,Intermediate
1593,202,137,Advanced
1594,202,179,Beginner
1595,202,200,Beginner
1596,203,151,Advanced
1597,203,179,Advanced
1598,203,141,Intermediate
1599,203,11,Intermediate
1600,203,10,Intermediate
1601,203,131,Beginner
1602,203,149,Beginner
1603,203,64,Intermediate
1604,204,185,Advanced
1605,204,73,Intermediate
1606,204,182,Beginner
1607,204,101,Intermediate
1608,204,171,Advanced
1609,204,94,Beginner
1610,204,122,Advanced
1611,204,12,Beginner
1612,204,86,Intermediate
1613,205,148,Beginner
1614,205,162,Advanced
1615,205,36,Advanced
1616,206,79,Intermediate
1617,206,13,Intermediate
1618,206,20,Intermediate
1619,206,97,Intermediate
1620,207,137,Beginner
1621,207,125,Intermediate
1622,207,184,Beginner
1623,207,71,Intermediate
1624,207,145,Intermediate
1625,207,161,Beginner
1626,207,187,Beginner
1627,207,196,Beginner
1628,207,89,Beginner
1629,207,68,Advanced
1630,207,4,Beginner
1631,207,20,Advanced
1632,207,78,Beginner
1633,207,13,Beginner
1634,207,114,Intermediate
1635,207,120,Advanced
1636,208,30,Intermediate
1637,208,85,Beginner
1638,208,118,Intermediate
1639,208,193,Beginner
1640,208,28,Beginner
1641,209,145,Advanced
1642,209,78,Beginner
1643,209,39,Intermediate
1644,209,80,Intermediate
1645,209,17,Beginner
1646,210,18,Beginner
1647,210,147,Intermediate
1648,210,33,Intermediate
1649,210,47,Beginner
1650,211,117,Beginner
1651,211,49,Beginner
1652,211,68,Advanced
1653,211,64,Advanced
1654,211,81,Beginner
1655,211,48,Advanced
1656,211,168,Beginner
1657,211,150,Advanced
1658,211,84,Advanced
1659,212,10,Intermediate
1660,212,97,Beginner
1661,212,39,Intermediate
1662,213,45,Advanced
1663,213,28,Beginner
1664,213,109,Advanced
1665,213,170,Advanced
1666,213,152,Advanced
1667,213,39,Advanced
1668,213,29,Advanced
1669,213,88,Intermediate
1670,213,87,Advanced
1671,213,84,Beginner
1672,214,156,Beginner
1673,214,181,Advanced
1674,214,137,Beginner
1675,214,96,Intermediate
1676,215,127,Intermediate
1677,215,154,Advanced
1678,215,82,Beginner
1679,215,200,Advanced
1680,215,133,Intermediate
1681,215,75,Intermediate
1682,215,134,Beginner
1683,215,160,Intermediate
1684,215,174,Intermediate
1685,215,67,Beginner
1686,215,66,Beginner
1687,215,81,Beginner
1688,215,24,Advanced
1689,215,185,Advanced
1690,216,17,Intermediate
1691,216,82,Advanced
1692,217,63,Advanced
1693,217,89,Advanced
1694,217,40,Beginner
1695,217,196,Advanced
1696,217,174,Advanced
1697,217,153,Beginner
1698,217,161,Intermediate
1699,217,35,Intermediate
1700,217,178,Advanced
1701,217,82,Intermediate
1702,217,34,Advanced
1703,217,166,Beginner
1704,218,100,Advanced
1705,218,128,Beginner
1706,218,91,Intermediate
1707,218,200,Beginner
1708,218,129,Beginner
1709,219,32,Intermediate
1710,219,177,Advanced
1711,219,132,Advanced
1712,219,23,Advanced
1713,219,109,Advanced
1714,219,144,Beginner
1715,219,129,Intermediate
1716,220,84,Intermediate
1717,220,46,Beginner
1718,220,83,Advanced
1719,220,41,Advanced
1720,220,25,Advanced
1721,220,199,Intermediate
1722,220,101,Intermediate
1723,220,18,Intermediate
1724,220,97,Advanced
1725,220,189,Beginner
1726,220,51,Beginner
1727,220,26,Intermediate
1728,220,152,Advanced
1729,221,177,Intermediate
1730,221,65,Advanced
1731,221,83,Advanced
1732,221,158,Intermediate
1733,221,114,Beginner
1734,221,21,Beginner
1735,221,185,Intermediate
1736,221,132,Intermediate
1737,221,187,Beginner
1738,221,5,Beginner
1739,221,18,Intermediate
1740,221,58,Intermediate
1741,221,180,Intermediate
1742,221,69,Advanced
1743,222,20,Intermediate
1744,222,26,Beginner
1745,222,86,Advanced
1746,222,129,Advanced
1747,222,80,Beginner
1748,222,120,Beginner
1749,222,43,Beginner
1750,222,200,Beginner
1751,222,15,Beginner
1752,222,75,Intermediate
1753,222,7,Intermediate
1754,222,187,Beginner
1755,223,126,Advanced
1756,223,29,Advanced
1757,223,102,Intermediate
1758,223,22,Beginner
1759,223,195,Advanced
1760,223,24,Intermediate
1761,223,81,Intermediate
1762,223,162,Advanced
1763,224,154,Intermediate
1764,224,64,Intermediate
1765,224,155,Beginner
1766,224,141,Advanced
1767,224,49,Beginner
1768,224,63,Beginner
1769,224,78,Advanced
1770,224,36,Intermediate
1771,225,196,Intermediate
1772,225,195,Advanced
1773,225,124,Advanced
1774,225,110,Beginner
1775,225,156,Beginner
1776,225,112,Advanced
1777,225,188,Beginner
1778,225,55,Advanced
1779,225,54,Intermediate
1780,225,7,Beginner
1781,225,199,Advanced
1782,225,136,Advanced
1783,225,70,Intermediate
1784,225,62,Intermediate
1785,225,19,Beginner
1786,225,57,Beginner
1787,225,135,Intermediate
1788,225,166,Intermediate
1789,226,175,Advanced
1790,226,143,Beginner
1791,226,113,Advanced
1792,226,160,Intermediate
1793,227,3,Intermediate
1794,227,124,Intermediate
1795,227,169,Beginner
1796,227,71,Advanced
1797,227,128,Advanced
1798,227,67,Beginner
1799,227,96,Intermediate
1800,227,122,Beginner
1801,227,118,Beginner
1802,227,105,Intermediate
1803,227,180,Intermediate
1804,227,167,Beginner
1805,227,183,Intermediate
1806,227,97,Beginner
1807,227,159,Advanced
1808,228,174,Advanced
1809,228,164,Advanced
1810,228,82,Advanced
1811,228,171,Advanced
1812,228,131,Intermediate
1813,228,38,Advanced
1814,228,46,Intermediate
1815,228,3,Beginner
1816,228,99,Intermediate
1817,229,89,Advanced
1818,229,135,Beginner
1819,229,81,Beginner
1820,229,3,Beginner
1821,229,75,Intermediate
1822,229,111,Beginner
1823,229,1,Advanced
1824,230,10,Beginner
1825,230,156,Advanced
1826,230,173,Beginner
1827,230,69,Intermediate
1828,230,178,Intermediate
1829,231,39,Intermediate
1830,231,82,Advanced
1831,231,200,Beginner
1832,231,133,Beginner
1833,231,75,Beginner
1834,231,134,Intermediate
1835,231,50,Advanced
1836,231,156,Advanced
1837,231,196,Advanced
1838,231,120,Beginner
1839,231,83,Intermediate
1840,231,40,Beginner
1841,232,80,Advanced
1842,232,174,Beginner
1843,232,196,Advanced
1844,232,135,Intermediate
1845,232,10,Beginner
1846,232,193,Advanced
1847,232,39,Intermediate
1848,232,179,Intermediate
1849,232,91,Intermediate
1850,232,89,Advanced
1851,232,188,Advanced
1852,232,74,Advanced
1853,232,110,Advanced
1854,232,125,Intermediate
1855,232,11,Beginner
1856,233,30,Intermediate
1857,233,43,Intermediate
1858,233,65,Advanced
1859,233,118,Intermediate
1860,233,165,Beginner
1861,234,200,Beginner
1862,234,25,Advanced
1863,234,89,Beginner
1864,234,87,Beginner
1865,234,36,Intermediate
1866,234,86,Beginner
1867,234,123,Beginner
1868,235,60,Intermediate
1869,235,110,Beginner
1870,235,23,Beginner
1871,235,88,Advanced
1872,235,196,Advanced
1873,235,104,Intermediate
1874,235,128,Intermediate
1875,236,27,Intermediate
1876,236,137,Beginner
1877,236,200,Advanced
1878,236,81,Advanced
1879,236,10,Beginner
1880,236,147,Beginner
1881,236,152,Intermediate
1882,236,34,Beginner
1883,236,76,Beginner
1884,237,22,Advanced
1885,238,178,Advanced
1886,238,79,Intermediate
1887,238,5,Intermediate
1888,238,114,Intermediate
1889,238,113,Advanced
1890,238,115,Advanced
1891,238,190,Advanced
1892,238,72,Advanced
1893,238,106,Intermediate
1894,238,83,Beginner
1895,238,167,Intermediate
1896,238,172,Intermediate
1897,238,76,Intermediate
1898,238,134,Advanced
1899,238,43,Intermediate
1900,238,144,Advanced
1901,238,84,Beginner
1902,238,156,Advanced
1903,239,79,Intermediate
1904,239,91,Intermediate
1905,239,116,Advanced
1906,239,198,Advanced
1907,239,18,Beginner
1908,239,192,Intermediate
1909,239,131,Advanced
1910,239,114,Intermediate
1911,239,9,Beginner
1912,239,140,Advanced
1913,239,167,Advanced
1914,239,115,Beginner
1915,239,193,Beginner
1916,240,86,Intermediate
1917,241,84,Beginner
1918,241,131,Advanced
1919,241,163,Advanced
1920,241,69,Advanced
1921,241,128,Advanced
1922,241,94,Intermediate
1923,241,158,Intermediate
1924,241,119,Advanced
1925,242,69,Intermediate
1926,242,130,Advanced
1927,243,52,Beginner
1928,243,47,Beginner
1929,243,97,Intermediate
1930,243,62,Advanced
1931,243,139,Beginner
1932,243,111,Beginner
1933,243,151,Advanced
1934,243,92,Advanced
1935,243,86,Intermediate
1936,243,8,Beginner
1937,244,189,Intermediate
1938,244,133,Advanced
1939,244,28,Beginner
1940,244,22,Advanced
1941,244,47,Intermediate
1942,244,94,Intermediate
1943,244,119,Intermediate
1944,244,156,Intermediate
1945,244,98,Advanced
1946,244,105,Intermediate
1947,245,188,Intermediate
1948,245,27,Intermediate
1949,245,102,Intermediate
1950,245,160,Beginner
1951,245,116,Intermediate
1952,245,25,Advanced
1953,245,69,Beginner
1954,245,182,Advanced
1955,245,189,Intermediate
1956,245,16,Advanced
1957,245,138,Intermediate
1958,245,169,Advanced
1959,245,18,Intermediate
1960,245,43,Advanced
1961,245,33,Advanced
1962,245,94,Intermediate
1963,245,82,Advanced
1964,246,200,Advanced
1965,247,167,Advanced
1966,247,18,Advanced
1967,247,192,Advanced
1968,247,131,Advanced
1969,248,118,Advanced
1970,248,152,Advanced
1971,248,187,Advanced
1972,248,198,Intermediate
1973,248,15,Advanced
1974,248,89,Beginner
1975,248,188,Advanced
1976,248,74,Intermediate
1977,248,110,Intermediate
1978,248,125,Intermediate
1979,248,11,Advanced
1980,249,147,Beginner
1981,249,198,Intermediate
1982,249,15,Advanced
1983,250,47,Intermediate
1984,250,176,Intermediate
1985,251,128,Intermediate
1986,251,119,Intermediate
1987,251,5,Advanced
1988,251,7,Intermediate
1989,251,82,Intermediate
1990,251,148,Intermediate
1991,251,42,Intermediate
1992,251,147,Beginner
1993,251,13,Intermediate
1994,251,6,Intermediate
1995,251,153,Advanced
1996,252,165,Beginner
1997,252,74,Beginner
1998,252,181,Advanced
1999,252,149,Advanced
2000,252,101,Intermediate
2001,252,78,Advanced
2002,252,131,Intermediate
2003,252,34,Intermediate
2004,253,145,Advanced
2005,253,156,Advanced
2006,253,23,Beginner
2007,253,53,Advanced
2008,253,183,Beginner
2009,254,160,Beginner
2010,254,162,Advanced
2011,254,45,Advanced
2012,254,151,Advanced
2013,254,126,Beginner
2014,254,19,Intermediate
2015,254,6,Intermediate
2016,254,132,Intermediate
2017,254,67,Beginner
2018,254,190,Beginner
2019,254,77,Beginner
2020,255,133,Intermediate
2021,255,103,Intermediate
2022,255,72,Beginner
2023,255,41,Advanced
2024,255,108,Intermediate
2025,255,97,Intermediate
2026,255,34,Beginner
2027,255,42,Beginner
2028,256,7,Advanced
2029,256,154,Advanced
2030,257,53,Beginner
2031,257,62,Advanced
2032,257,139,Beginner
2033,257,111,Intermediate
2034,257,151,Intermediate
2035,257,92,Intermediate
2036,258,47,Beginner
2037,258,11,Intermediate
2038,258,41,Beginner
2039,258,97,Beginner
2040,259,39,Beginner
2041,259,152,Intermediate
2042,259,29,Advanced
2043,259,88,Advanced
2044,259,87,Intermediate
2045,259,84,Beginner
2046,259,198,Beginner
2047,259,15,Intermediate
2048,259,49,Beginner
2049,259,42,Beginner
2050,259,96,Beginner
2051,260,179,Intermediate
2052,260,24,Intermediate
2053,260,7,Advanced
2054,260,40,Advanced
2055,260,196,Beginner
2056,260,174,Intermediate
2057,260,180,Advanced
2058,261,109,Advanced
2059,261,139,Advanced
2060,261,49,Advanced
2061,261,80,Intermediate
2062,261,82,Advanced
2063,261,58,Advanced
2064,261,67,Beginner
2065,261,94,Intermediate
2066,261,170,Beginner
2067,261,37,Intermediate
2068,261,63,Intermediate
2069,262,45,Beginner
2070,262,143,Intermediate
2071,262,16,Advanced
2072,262,24,Beginner
2073,262,101,Advanced
2074,262,77,Advanced
2075,262,6,Intermediate
2076,262,51,Advanced
2077,262,70,Advanced
2078,262,122,Intermediate
2079,263,54,Beginner
2080,263,108,Beginner
2081,263,2,Advanced
2082,263,63,Beginner
2083,264,108,Advanced
2084,264,19,Beginner
2085,265,194,Advanced
2086,265,35,Advanced
2087,265,67,Advanced
2088,265,153,Advanced
2089,265,160,Advanced
2090,265,112,Beginner
2091,265,159,Intermediate
2092,265,111,Intermediate
2093,265,89,Advanced
2094,265,176,Beginner
2095,265,189,Intermediate
2096,265,163,Beginner
2097,266,53,Advanced
2098,266,62,Beginner
2099,266,7,Beginner
2100,266,147,Beginner
2101,266,134,Beginner
2102,266,86,Advanced
2103,267,3,Intermediate
2104,267,27,Beginner
2105,267,115,Intermediate
2106,267,190,Advanced
2107,267,72,Advanced
2108,268,125,Beginner
2109,268,42,Intermediate
2110,268,173,Intermediate
2111,269,9,Advanced
2112,269,142,Intermediate
2113,269,38,Advanced
2114,269,41,Advanced
2115,269,25,Beginner
2116,269,199,Intermediate
2117,269,101,Beginner
2118,269,87,Beginner
2119,269,54,Intermediate
2120,269,178,Advanced
2121,269,131,Beginner
2122,269,149,Advanced
2123,269,64,Intermediate
2124,270,84,Beginner
2125,270,58,Advanced
2126,270,21,Beginner
2127,270,110,Beginner
2128,270,173,Intermediate
2129,270,37,Advanced
2130,270,59,Beginner
2131,270,5,Beginner
2132,270,9,Beginner
2133,270,54,Advanced
2134,270,168,Intermediate
2135,270,18,Beginner
2136,271,65,Beginner
2137,271,114,Intermediate
2138,271,9,Advanced
2139,271,140,Intermediate
2140,271,167,Intermediate
2141,271,115,Advanced
2142,271,193,Beginner
2143,271,62,Beginner
2144,271,139,Advanced
2145,271,111,Beginner
2146,271,151,Intermediate
2147,271,92,Intermediate
2148,271,12,Advanced
2149,272,57,Advanced
2150,272,67,Advanced
2151,272,145,Advanced
2152,272,39,Intermediate
2153,272,71,Intermediate
2154,272,175,Intermediate
2155,272,172,Beginner
2156,272,97,Advanced
2157,272,40,Intermediate
2158,272,128,Advanced
2159,272,96,Beginner
2160,272,122,Advanced
2161,272,118,Intermediate
2162,273,61,Beginner
2163,273,117,Beginner
2164,273,38,Beginner
2165,273,79,Beginner
2166,273,88,Intermediate
2167,273,188,Beginner
2168,273,190,Advanced
2169,273,89,Beginner
2170,273,10,Beginner
2171,273,103,Advanced
2172,273,134,Beginner
2173,273,111,Beginner
2174,273,33,Advanced
2175,274,20,Intermediate
2176,274,111,Intermediate
2177,274,144,Intermediate
2178,274,43,Beginner
2179,274,154,Advanced
2180,274,99,Intermediate
2181,274,63,Advanced
2182,274,182,Intermediate
2183,275,59,Advanced
2184,275,92,Advanced
2185,275,36,Beginner
2186,275,88,Advanced
2187,275,141,Intermediate
2188,275,4,Beginner
2189,275,5,Beginner
2190,275,41,Beginner
2191,275,50,Advanced
2192,275,136,Intermediate
2193,275,196,Intermediate
2194,276,142,Advanced
2195,276,65,Advanced
2196,276,143,Beginner
2197,276,166,Advanced
2198,276,32,Beginner
2199,276,17,Beginner
2200,276,89,Intermediate
2201,276,141,Beginner
2202,277,151,Beginner
2203,277,192,Advanced
2204,277,52,Beginner
2205,278,124,Beginner
2206,278,107,Beginner
2207,278,104,Beginner
2208,278,87,Beginner
2209,278,44,Advanced
2210,278,39,Advanced
2211,278,143,Advanced
2212,278,113,Beginner
2213,278,30,Advanced
2214,278,8,Advanced
2215,278,184,Advanced
2216,278,53,Intermediate
2217,278,89,Intermediate
2218,278,153,Intermediate
2219,278,122,Beginner
2220,278,167,Beginner
2221,278,149,Beginner
2222,279,91,Intermediate
2223,279,50,Intermediate
2224,279,51,Intermediate
2225,279,155,Advanced
2226,279,15,Beginner
2227,280,173,Advanced
2228,280,136,Advanced
2229,280,138,Advanced
2230,280,184,Beginner
2231,280,46,Advanced
2232,280,52,Intermediate
2233,280,83,Intermediate
2234,280,144,Intermediate
2235,280,147,Beginner
2236,280,166,Advanced
2237,280,161,Advanced
2238,280,127,Intermediate
2239,280,48,Beginner
2240,281,98,Intermediate
2241,281,135,Intermediate
2242,281,163,Intermediate
2243,281,69,Beginner
2244,281,128,Beginner
2245,281,94,Intermediate
2246,281,158,Beginner
2247,281,119,Beginner
2248,282,82,Beginner
2249,283,31,Intermediate
2250,283,81,Beginner
2251,283,69,Intermediate
2252,283,176,Advanced
2253,283,74,Beginner
2254,283,43,Intermediate
2255,283,144,Beginner
2256,283,84,Beginner
2257,283,156,Advanced
2258,284,121,Advanced
2259,284,142,Advanced
2260,284,158,Intermediate
2261,284,48,Beginner
2262,284,77,Intermediate
2263,284,114,Intermediate
2264,284,68,Beginner
2265,284,41,Intermediate
2266,285,97,Advanced
2267,285,151,Intermediate
2268,285,109,Beginner
2269,285,21,Advanced
2270,286,3,Advanced
2271,286,7,Advanced
2272,286,158,Intermediate
2273,286,30,Advanced
2274,286,8,Intermediate
2275,286,184,Advanced
2276,286,53,Intermediate
2277,287,14,Advanced
2278,287,121,Advanced
2279,288,118,Intermediate
2280,288,109,Beginner
2281,288,120,Advanced
2282,288,124,Beginner
2283,289,61,Beginner
2284,289,29,Advanced
2285,289,99,Advanced
2286,289,100,Beginner
2287,289,16,Intermediate
2288,289,172,Beginner
2289,289,133,Intermediate
2290,289,48,Advanced
2291,289,168,Intermediate
2292,289,62,Intermediate
2293,289,18,Beginner
2294,289,15,Intermediate
2295,289,34,Intermediate
2296,289,159,Advanced
2297,289,44,Beginner
2298,289,91,Advanced
2299,289,57,Intermediate
2300,289,199,Advanced
2301,290,77,Advanced
2302,290,67,Beginner
2303,290,6,Intermediate
2304,290,140,Beginner
2305,290,24,Intermediate
2306,290,96,Intermediate
2307,290,29,Advanced
2308,290,35,Intermediate
2309,290,17,Advanced
2310,290,86,Intermediate
2311,290,8,Advanced
2312,290,38,Beginner
2313,290,146,Beginner
2314,290,70,Intermediate
2315,290,1,Advanced
2316,290,130,Intermediate
2317,290,111,Beginner
2318,291,164,Intermediate
2319,291,179,Beginner
2320,291,200,Intermediate
2321,291,190,Intermediate
2322,291,5,Intermediate
2323,291,110,Intermediate
2324,291,146,Advanced
2325,292,124,Advanced
2326,292,144,Advanced
2327,293,163,Beginner
2328,293,45,Intermediate
2329,293,119,Advanced
2330,293,71,Intermediate
2331,293,153,Beginner
2332,293,122,Advanced
2333,294,160,Beginner
2334,294,59,Advanced
2335,294,174,Beginner
2336,294,31,Beginner
2337,294,9,Intermediate
2338,294,116,Advanced
2339,294,137,Beginner
2340,294,118,Intermediate
2341,294,20,Beginner
2342,294,78,Intermediate
2343,294,13,Intermediate
2344,294,114,Intermediate
2345,294,145,Intermediate
2346,294,120,Intermediate
2347,295,199,Intermediate
