id,courseId,skillId,level
1214,352,54,Beginner
1215,352,178,Intermediate
1216,353,166,Intermediate
1217,353,54,Advanced
1218,354,125,Intermediate
1219,354,69,Beginner
1220,354,25,Beginner
1221,354,101,Advanced
1222,354,7,Intermediate
1223,354,91,Advanced
1224,355,36,Intermediate
1225,355,86,Intermediate
1226,355,123,Intermediate
1227,356,159,Beginner
1228,356,6,Beginner
1229,356,195,Intermediate
1230,357,116,Beginner
1231,357,178,Advanced
1232,357,150,Intermediate
1233,358,1,Advanced
1234,358,120,Beginner
1235,358,193,Beginner
1236,358,70,Advanced
1237,358,119,Intermediate
1238,359,114,Advanced
1239,360,175,Intermediate
1240,361,89,Beginner
1241,361,153,Beginner
1242,361,122,Intermediate
1243,361,167,Intermediate
1244,361,149,Advanced
1245,362,76,Intermediate
1246,362,53,Advanced
1247,362,69,Advanced
1248,362,173,Advanced
1249,362,15,Advanced
1250,362,133,Advanced
1251,363,164,Advanced
1252,363,182,Beginner
1253,363,170,Intermediate
1254,363,156,Intermediate
1255,363,61,Beginner
1256,363,189,Advanced
1257,364,13,Advanced
1258,364,121,Advanced
1259,364,85,Intermediate
1260,365,135,Intermediate
1261,366,176,Advanced
1262,367,105,Advanced
1263,367,180,Intermediate
1264,367,167,Advanced
1265,367,183,Advanced
1266,367,97,Advanced
1267,368,4,Beginner
1268,368,143,Advanced
1269,368,118,Intermediate
1270,369,45,Beginner
1271,369,119,Advanced
1272,369,71,Beginner
1273,369,153,Beginner
1274,369,122,Beginner
1275,370,116,Intermediate
1276,371,73,Beginner
1277,372,101,Beginner
1278,372,171,Intermediate
1279,372,94,Intermediate
1280,372,73,Beginner
1281,372,122,Intermediate
1282,372,12,Beginner
1283,373,109,Beginner
1284,373,68,Advanced
1285,373,69,Advanced
1286,373,105,Advanced
1287,373,58,Beginner
1288,373,161,Intermediate
1289,374,173,Intermediate
1290,374,69,Beginner
1291,374,178,Intermediate
1292,375,197,Beginner
1293,375,5,Advanced
1294,375,39,Intermediate
1295,375,42,Beginner
1296,375,72,Advanced
1297,376,171,Beginner
1298,376,107,Intermediate
1299,376,52,Advanced
1300,376,4,Intermediate
1301,376,41,Beginner
1302,377,25,Advanced
1303,378,156,Advanced
1304,378,121,Intermediate
1305,378,42,Intermediate
1306,378,21,Advanced
1307,378,112,Intermediate
1308,379,109,Intermediate
1309,379,120,Intermediate
1310,379,124,Beginner
1311,380,71,Intermediate
1312,380,175,Intermediate
1313,380,172,Advanced
1314,380,97,Beginner
1315,380,40,Intermediate
1316,381,149,Advanced
1317,381,130,Intermediate
1318,381,163,Beginner
1319,381,83,Advanced
1320,381,150,Intermediate
1321,382,61,Beginner
1322,383,48,Intermediate
1323,383,168,Intermediate
1324,383,62,Advanced
1325,383,18,Beginner
1326,383,15,Advanced
1327,384,147,Intermediate
1328,384,152,Intermediate
1329,384,34,Intermediate
1330,384,76,Beginner
1331,385,30,Intermediate
1332,385,48,Intermediate
1333,385,125,Advanced
1334,385,10,Advanced
1335,385,46,Intermediate
1336,386,31,Beginner
1337,386,173,Intermediate
1338,386,125,Advanced
1339,386,197,Advanced
1340,387,139,Beginner
1341,387,83,Intermediate
1342,388,194,Intermediate
1343,388,152,Advanced
1344,388,126,Intermediate
1345,388,109,Intermediate
1346,388,1,Intermediate
1347,388,167,Advanced
1348,389,112,Advanced
1349,389,188,Intermediate
1350,389,55,Advanced
1351,389,54,Advanced
1352,389,7,Advanced
1353,389,199,Advanced
1354,390,22,Advanced
1355,390,195,Advanced
1356,390,24,Advanced
1357,391,169,Intermediate
1358,391,18,Beginner
1359,391,43,Advanced
1360,391,33,Beginner
1361,391,94,Intermediate
1362,391,82,Advanced
1363,392,114,Intermediate
1364,392,9,Beginner
1365,392,140,Intermediate
1366,392,167,Advanced
1367,392,115,Beginner
1368,392,193,Intermediate
1369,393,139,Beginner
1370,393,11,Intermediate
1371,393,193,Intermediate
1372,393,121,Beginner
1373,393,179,Intermediate
1374,393,27,Beginner
1375,394,148,Beginner
1376,394,147,Beginner
1377,394,101,Advanced
1378,394,31,Advanced
1379,394,68,Intermediate
1380,394,83,Advanced
1381,395,56,Advanced
1382,396,152,Advanced
1383,397,132,Advanced
1384,397,200,Beginner
1385,397,116,Beginner
1386,397,18,Advanced
1387,397,173,Beginner
1388,398,168,Advanced
1389,398,98,Intermediate
1390,398,189,Advanced
1391,398,76,Beginner
1392,399,53,Advanced
1393,399,113,Beginner
1394,399,18,Intermediate
1395,400,9,Advanced
