progress_id,userId,courseId,progressStatus,last_updated,modulesCompleted,certificateProof
449,89,288,in_progress,2024-09-23 00:37:27.000,20,
450,89,288,completed,2024-10-07 06:47:37.000,21,http://www.berry.net/
451,89,162,in_progress,2024-08-08 21:59:12.000,21,
452,89,162,in_progress,2024-08-09 18:10:59.000,23,
453,89,162,in_progress,2024-09-21 22:40:05.000,24,
454,89,162,completed,2024-10-07 05:25:46.000,25,http://www.bradford.biz/
455,91,112,in_progress,2024-08-24 22:33:40.000,20,
456,91,112,completed,2024-09-03 08:55:22.000,22,http://www.johnston.com/
457,92,335,in_progress,2024-10-03 23:55:56.000,0,
458,92,335,in_progress,2024-10-04 17:08:20.000,15,
459,92,335,completed,2024-10-05 00:15:48.000,22,http://wells.com/
460,96,135,in_progress,2024-07-11 05:34:07.000,12,
461,96,135,in_progress,2024-08-09 21:52:30.000,22,
462,96,135,in_progress,2024-10-01 01:17:31.000,24,
463,96,135,completed,2024-10-04 16:52:19.000,26,https://wu-pierce.net/
464,97,54,in_progress,2024-08-28 00:59:31.000,17,
465,97,54,completed,2024-09-29 11:52:36.000,20,https://jones.com/
466,97,277,in_progress,2023-10-26 20:24:47.000,6,
467,97,277,in_progress,2024-08-29 11:57:56.000,10,
468,97,277,completed,2024-09-30 05:26:38.000,14,https://henderson.com/
469,98,298,in_progress,2024-09-05 17:32:18.000,3,
470,98,298,in_progress,2024-09-14 01:00:26.000,4,
471,98,298,completed,2024-10-05 07:39:26.000,5,http://nicholson.com/
472,98,353,completed,2024-08-13 17:32:39.000,6,http://coleman.net/
473,98,266,completed,2024-09-20 13:48:00.000,5,http://pittman.com/
474,99,76,in_progress,2024-08-01 13:08:09.000,3,
475,99,76,completed,2024-08-24 03:34:10.000,7,http://www.jones.biz/
476,99,14,in_progress,2024-05-01 22:29:47.000,4,
477,99,14,completed,2024-08-21 17:02:37.000,5,https://ferguson.com/
478,99,99,in_progress,2024-08-06 07:05:40.000,2,
479,99,99,in_progress,2024-08-19 12:56:43.000,3,
480,99,99,in_progress,2024-09-14 20:53:18.000,9,
481,99,99,completed,2024-10-02 05:40:52.000,10,http://preston-davenport.com/
482,100,281,in_progress,2024-10-02 15:33:20.000,6,
483,100,281,completed,2024-10-03 02:11:05.000,7,https://www.garcia.com/
484,100,201,completed,2024-09-27 16:42:43.000,10,https://sharp.com/
485,100,366,in_progress,2024-08-25 05:24:26.000,14,
486,100,366,in_progress,2024-09-10 20:43:33.000,15,
487,100,366,completed,2024-09-20 07:29:47.000,16,http://norman.info/
488,101,22,in_progress,2024-09-11 14:10:21.000,6,
489,101,22,in_progress,2024-10-03 20:48:54.000,8,
490,101,22,completed,2024-10-04 23:57:27.000,9,https://www.wilson-hernandez.com/
491,101,18,in_progress,2024-08-23 07:06:26.000,23,
492,101,18,in_progress,2024-09-12 07:34:40.000,26,
493,101,18,in_progress,2024-09-27 11:10:03.000,28,
494,101,18,completed,2024-10-04 20:31:35.000,30,https://www.salinas.org/
495,103,16,in_progress,2024-07-18 05:33:27.000,10,
496,103,16,in_progress,2024-08-18 10:20:53.000,16,
497,103,16,completed,2024-09-08 19:25:18.000,17,https://schwartz.com/
498,103,294,in_progress,2024-07-04 04:49:16.000,3,
499,103,294,in_progress,2024-07-18 00:58:28.000,5,
500,103,294,in_progress,2024-09-24 00:21:05.000,9,
501,103,294,in_progress,2024-09-28 00:23:47.000,12,
502,103,294,in_progress,2024-10-06 13:26:59.000,14,
503,103,81,in_progress,2024-10-05 08:56:32.000,16,
504,103,81,completed,2024-10-06 03:28:05.000,17,https://ali.net/
505,104,375,in_progress,2024-09-19 12:13:18.000,5,
506,104,375,completed,2024-09-22 22:44:00.000,7,https://tran.com/
507,104,127,in_progress,2024-07-09 02:37:53.000,12,
508,104,127,in_progress,2024-09-06 20:11:50.000,22,
509,104,127,in_progress,2024-09-22 03:12:20.000,24,
510,104,127,in_progress,2024-10-03 12:09:46.000,27,
511,104,127,completed,2024-10-06 09:14:30.000,28,https://www.ortiz.org/
512,105,147,completed,2024-08-12 23:59:50.000,8,http://waller.com/
513,106,19,in_progress,2023-10-21 20:23:50.000,11,
514,106,19,in_progress,2024-01-06 01:19:02.000,21,
515,106,19,completed,2024-01-27 05:47:10.000,26,http://www.phillips-pierce.org/
516,107,185,in_progress,2024-09-04 19:38:33.000,5,
517,107,185,in_progress,2024-10-05 06:09:49.000,26,
518,107,185,in_progress,2024-10-05 10:19:55.000,28,
519,107,185,completed,2024-10-06 15:28:08.000,29,https://www.kirk-ward.info/
520,107,172,in_progress,2024-06-30 21:50:30.000,16,
521,107,172,completed,2024-07-27 13:07:49.000,18,https://edwards.com/
522,107,212,in_progress,2024-07-31 18:57:56.000,1,
523,107,212,in_progress,2024-08-17 09:32:29.000,10,
524,107,212,in_progress,2024-09-28 21:56:56.000,13,
525,107,212,in_progress,2024-10-02 17:38:16.000,14,
526,107,212,in_progress,2024-10-03 16:12:08.000,20,
527,108,323,in_progress,2024-04-02 12:37:47.000,9,
528,108,323,in_progress,2024-07-25 13:13:47.000,14,
529,108,323,completed,2024-09-15 12:22:40.000,16,https://www.parker.net/
530,109,284,in_progress,2024-08-10 03:37:58.000,1,
531,109,284,completed,2024-09-09 05:01:20.000,5,https://www.pace.com/
532,109,150,in_progress,2024-06-14 10:35:20.000,16,
533,109,150,in_progress,2024-06-14 17:54:17.000,20,
534,109,150,in_progress,2024-09-04 19:07:20.000,22,
535,109,150,in_progress,2024-09-14 21:13:05.000,24,
536,109,150,completed,2024-10-03 17:29:05.000,27,https://briggs.org/
537,112,104,in_progress,2024-09-11 21:56:25.000,2,
538,112,104,in_progress,2024-09-30 07:24:45.000,8,
539,112,104,completed,2024-10-07 02:54:55.000,9,http://hernandez-scott.com/
540,112,2,in_progress,2023-03-06 15:45:04.000,6,
541,112,2,in_progress,2023-11-15 21:05:00.000,19,
542,112,2,in_progress,2024-02-14 11:08:27.000,24,
543,112,2,in_progress,2024-09-11 14:05:39.000,26,
544,112,2,completed,2024-10-04 04:42:54.000,27,https://www.chen.info/
545,112,349,in_progress,2023-08-10 22:00:42.000,1,
546,112,349,in_progress,2024-03-04 05:32:17.000,4,
547,112,349,completed,2024-08-03 22:42:31.000,5,http://www.west-jenkins.biz/
548,114,143,in_progress,2024-08-16 22:16:23.000,7,
549,114,143,in_progress,2024-10-07 06:04:40.000,9,
550,114,143,completed,2024-10-07 08:05:30.000,16,https://faulkner-smith.net/
551,114,160,in_progress,2023-12-13 21:25:55.000,17,
552,114,160,in_progress,2024-01-12 04:49:55.000,19,
553,114,160,completed,2024-09-25 08:26:43.000,21,https://www.krueger.com/
554,115,256,in_progress,2023-10-23 08:33:39.000,7,
555,115,256,in_progress,2024-03-19 20:17:11.000,23,
556,115,256,completed,2024-07-16 23:17:54.000,25,https://whitaker.org/
557,117,204,in_progress,2024-09-28 10:34:53.000,7,
558,117,204,in_progress,2024-09-29 06:03:45.000,14,
559,117,204,in_progress,2024-09-29 15:28:54.000,20,
560,117,204,in_progress,2024-10-03 09:20:47.000,23,
561,117,204,completed,2024-10-05 09:22:03.000,28,https://www.henderson.com/
562,117,320,in_progress,2024-08-12 04:38:35.000,5,
563,117,320,completed,2024-10-04 09:51:31.000,11,http://www.anderson.com/
564,118,295,in_progress,2024-04-02 03:25:06.000,5,
565,118,295,in_progress,2024-08-19 06:38:04.000,10,
566,118,295,in_progress,2024-08-22 10:56:03.000,11,
567,118,295,completed,2024-08-30 23:04:09.000,13,http://perez-smith.com/
568,118,16,in_progress,2024-09-16 08:03:28.000,12,
569,118,16,in_progress,2024-09-25 07:35:31.000,14,
570,118,16,completed,2024-09-29 18:24:03.000,17,http://li.com/
571,118,12,in_progress,2024-09-29 17:12:34.000,27,
572,118,12,completed,2024-10-04 17:08:00.000,28,http://www.cameron.net/
573,119,387,in_progress,2024-08-03 23:08:59.000,0,
574,119,387,in_progress,2024-09-29 11:08:25.000,5,
575,119,387,in_progress,2024-10-03 17:03:51.000,6,
576,119,387,completed,2024-10-04 04:46:47.000,7,https://www.valdez.biz/
577,120,3,in_progress,2023-05-18 20:29:27.000,3,
578,120,3,completed,2024-06-04 07:54:23.000,13,https://cohen.com/
579,120,250,in_progress,2024-03-14 02:41:13.000,3,
580,120,250,in_progress,2024-08-09 12:35:15.000,9,
581,120,250,completed,2024-09-01 03:46:27.000,10,https://www.evans.com/
582,120,318,in_progress,2024-04-26 03:12:29.000,15,
583,120,318,in_progress,2024-06-17 13:00:21.000,16,
584,120,318,in_progress,2024-09-15 11:45:02.000,22,
585,120,318,completed,2024-09-29 16:32:54.000,23,http://wilson.com/
586,121,203,in_progress,2024-10-06 21:45:24.000,2,
587,121,203,in_progress,2024-10-07 04:15:09.000,5,
588,121,203,in_progress,2024-10-07 07:03:05.000,9,
589,121,203,completed,2024-10-07 08:30:08.000,10,http://www.ruiz-greene.com/
590,121,372,in_progress,2024-10-06 05:50:20.000,0,
591,121,372,in_progress,2024-10-07 06:16:03.000,7,
592,121,372,in_progress,2024-10-07 07:31:02.000,8,
593,121,372,in_progress,2024-10-07 07:49:43.000,11,
594,121,372,in_progress,2024-10-07 08:28:50.000,12,
595,125,47,in_progress,2024-08-27 14:56:27.000,1,
596,125,47,in_progress,2024-09-16 03:10:51.000,4,
597,125,47,completed,2024-09-26 11:15:33.000,11,http://www.castillo-bowman.com/
598,127,240,completed,2024-07-06 02:54:37.000,24,http://www.cox.biz/
599,128,230,in_progress,2024-08-23 12:03:31.000,25,
600,128,230,in_progress,2024-10-01 03:20:23.000,28,
601,128,230,in_progress,2024-10-04 07:46:38.000,29,
602,128,230,completed,2024-10-07 06:57:55.000,30,https://ford.biz/
603,128,355,in_progress,2024-06-25 21:00:50.000,0,
604,128,355,in_progress,2024-07-05 07:57:22.000,1,
605,128,355,in_progress,2024-07-15 14:14:09.000,2,
606,128,355,in_progress,2024-07-19 07:40:09.000,5,
607,128,355,completed,2024-10-05 11:53:05.000,6,https://www.logan.biz/
608,130,388,in_progress,2024-09-18 06:45:28.000,0,
609,130,388,in_progress,2024-10-02 18:56:35.000,4,
610,130,388,completed,2024-10-04 20:45:43.000,12,http://joseph.com/
611,130,45,in_progress,2024-09-16 12:06:02.000,22,
612,130,45,in_progress,2024-09-23 03:18:18.000,23,
613,130,45,completed,2024-10-05 09:19:43.000,24,http://www.vasquez.info/
614,130,62,in_progress,2024-05-18 01:10:13.000,6,
615,130,62,in_progress,2024-05-31 11:24:51.000,9,
616,130,62,completed,2024-08-24 08:34:14.000,23,https://hill.net/
617,131,61,in_progress,2023-08-21 00:29:37.000,3,
618,131,61,in_progress,2024-08-30 11:14:56.000,5,
619,131,61,completed,2024-09-14 23:40:07.000,9,http://smith-snyder.org/
620,131,302,in_progress,2023-12-22 23:44:20.000,1,
621,131,302,completed,2024-06-26 00:16:54.000,25,https://www.wright.com/
622,131,345,completed,2023-06-06 21:56:42.000,7,https://miller-lewis.com/
623,132,245,in_progress,2024-04-18 23:05:15.000,8,
624,132,245,completed,2024-09-20 15:46:12.000,9,http://thomas.com/
625,132,262,in_progress,2024-10-05 20:37:19.000,21,
626,132,262,completed,2024-10-06 17:14:50.000,27,https://www.washington.com/
627,132,130,in_progress,2024-08-16 20:55:27.000,10,
628,132,130,completed,2024-09-12 05:54:18.000,11,http://www.hart-cook.biz/
629,133,214,in_progress,2024-06-30 19:30:56.000,8,
630,133,214,in_progress,2024-09-20 12:44:08.000,9,
631,133,214,in_progress,2024-10-03 02:59:56.000,14,
632,133,214,completed,2024-10-06 23:58:51.000,16,http://tucker.com/
633,134,130,in_progress,2024-08-08 15:04:39.000,10,
634,134,130,completed,2024-08-23 02:33:28.000,11,https://davis.net/
635,134,112,in_progress,2024-09-11 00:06:22.000,11,
636,134,112,in_progress,2024-09-25 05:38:13.000,16,
637,134,112,in_progress,2024-09-27 21:21:11.000,20,
638,134,112,in_progress,2024-09-28 16:10:51.000,21,
639,134,112,completed,2024-09-29 13:26:55.000,22,http://www.may-fleming.org/
640,135,219,in_progress,2024-10-06 00:21:49.000,21,
641,135,219,in_progress,2024-10-06 06:40:35.000,22,
642,135,219,completed,2024-10-06 08:41:31.000,28,https://www.erickson.biz/
643,135,337,in_progress,2023-06-16 13:33:33.000,6,
644,135,337,in_progress,2023-09-13 22:30:02.000,7,
645,135,337,completed,2023-11-07 11:08:43.000,11,http://www.bell.com/
646,135,329,in_progress,2024-07-16 16:45:12.000,21,
647,135,329,in_progress,2024-09-11 03:44:34.000,22,
648,135,329,completed,2024-09-18 12:09:21.000,23,http://www.holt-marquez.com/
649,136,236,in_progress,2023-12-02 09:49:32.000,26,
650,136,236,in_progress,2023-12-06 16:16:16.000,27,
651,136,236,completed,2023-12-13 15:16:15.000,29,http://www.tate.com/
652,136,30,in_progress,2024-06-18 18:48:37.000,5,
653,136,30,in_progress,2024-09-01 02:57:36.000,17,
654,136,30,in_progress,2024-09-11 05:31:44.000,18,
655,136,30,completed,2024-09-29 13:29:23.000,19,https://dawson-brown.org/
656,137,15,in_progress,2024-09-22 15:07:45.000,6,
657,137,15,in_progress,2024-10-05 08:37:01.000,8,
658,137,15,in_progress,2024-10-05 16:28:18.000,15,
659,137,15,completed,2024-10-05 17:06:26.000,16,http://rodriguez.net/
660,137,122,in_progress,2024-07-26 17:49:00.000,3,
661,137,122,in_progress,2024-08-20 07:25:09.000,7,
662,137,122,in_progress,2024-08-21 09:32:30.000,8,
663,137,122,in_progress,2024-09-22 14:38:48.000,10,
664,137,122,in_progress,2024-09-30 12:44:08.000,11,
665,138,198,in_progress,2024-07-23 12:00:08.000,14,
666,138,198,completed,2024-07-24 03:20:54.000,15,http://www.brown-taylor.com/
667,140,320,completed,2024-09-26 01:18:30.000,11,http://jenkins.com/
668,140,34,in_progress,2024-09-12 06:59:10.000,14,
669,140,34,in_progress,2024-09-14 23:40:23.000,16,
670,140,34,in_progress,2024-10-05 09:03:17.000,22,
671,140,34,completed,2024-10-06 03:02:59.000,23,http://www.clark-robinson.com/
672,141,183,in_progress,2024-07-18 16:37:26.000,6,
673,141,183,in_progress,2024-07-31 02:08:22.000,8,
674,141,183,in_progress,2024-10-01 16:49:55.000,10,
675,141,183,completed,2024-10-07 05:42:27.000,11,https://jackson.com/
676,141,292,in_progress,2024-07-19 16:24:26.000,3,
677,141,292,in_progress,2024-08-21 19:10:12.000,9,
678,141,292,completed,2024-09-24 12:48:11.000,11,http://gomez.com/
679,141,162,in_progress,2024-07-06 09:45:29.000,23,
680,141,162,in_progress,2024-07-20 07:35:08.000,24,
681,141,162,completed,2024-09-30 17:43:00.000,25,http://www.leonard.com/
682,142,102,in_progress,2024-04-05 14:55:28.000,14,
683,142,102,completed,2024-06-30 02:26:48.000,22,https://www.gonzalez-parker.biz/
684,144,212,completed,2024-10-05 16:35:28.000,21,http://www.graves-johnson.com/
685,144,374,in_progress,2024-10-05 10:02:25.000,15,
686,144,374,in_progress,2024-10-06 12:02:29.000,21,
687,144,374,in_progress,2024-10-06 20:10:03.000,27,
688,144,374,in_progress,2024-10-07 08:04:59.000,29,
689,144,374,completed,2024-10-07 08:42:44.000,30,http://osborn.com/
690,144,318,in_progress,2024-10-01 17:07:11.000,18,
691,144,318,in_progress,2024-10-02 04:26:54.000,21,
692,144,318,in_progress,2024-10-06 14:49:22.000,22,
693,144,318,completed,2024-10-07 06:38:43.000,23,http://www.williams.biz/
694,145,162,in_progress,2024-08-10 03:54:24.000,3,
695,145,162,in_progress,2024-09-11 01:34:20.000,13,
696,145,162,in_progress,2024-09-18 11:51:39.000,17,
697,145,162,in_progress,2024-09-25 16:31:03.000,21,
698,145,162,in_progress,2024-10-02 03:38:51.000,22,
699,145,53,in_progress,2024-08-08 04:51:44.000,0,
700,145,53,in_progress,2024-08-27 14:42:01.000,5,
701,145,53,in_progress,2024-09-06 11:57:37.000,7,
702,145,53,completed,2024-09-26 06:43:15.000,9,http://www.sanders-greene.com/
703,145,193,in_progress,2024-09-17 07:51:06.000,0,
704,145,193,in_progress,2024-10-04 01:45:23.000,9,
705,145,193,in_progress,2024-10-04 14:27:14.000,10,
706,145,193,in_progress,2024-10-05 12:01:51.000,11,
707,145,193,in_progress,2024-10-07 03:30:29.000,19,
708,146,22,in_progress,2024-08-10 12:17:43.000,0,
709,146,22,in_progress,2024-08-28 21:24:25.000,4,
710,146,22,in_progress,2024-08-29 00:41:15.000,5,
711,146,22,completed,2024-09-07 11:21:22.000,9,https://richardson-schwartz.com/
712,146,353,in_progress,2024-03-03 01:05:37.000,5,
713,146,353,completed,2024-09-14 08:03:01.000,6,https://www.patel.org/
714,146,253,in_progress,2024-09-24 05:13:35.000,9,
715,146,253,in_progress,2024-09-25 02:07:09.000,16,
716,146,253,in_progress,2024-09-30 12:25:04.000,17,
717,146,253,completed,2024-10-02 11:16:57.000,18,http://mccoy.info/
718,147,129,completed,2024-09-26 22:39:35.000,15,http://taylor.net/
719,148,235,in_progress,2024-06-22 05:15:48.000,3,
720,148,235,in_progress,2024-09-19 18:54:40.000,24,
721,148,235,completed,2024-09-22 06:13:08.000,26,https://myers.net/
722,149,250,in_progress,2024-09-16 11:24:35.000,8,
723,149,250,completed,2024-09-29 08:19:09.000,10,https://www.fox.net/
724,151,311,in_progress,2024-04-29 00:15:26.000,1,
725,151,311,in_progress,2024-10-07 06:49:27.000,12,
726,151,311,completed,2024-10-07 07:44:38.000,14,http://collins-navarro.net/
727,152,205,in_progress,2023-11-28 15:36:41.000,14,
728,152,205,in_progress,2024-03-21 22:19:51.000,25,
729,152,205,completed,2024-09-25 21:03:42.000,26,http://www.perez-dennis.net/
730,152,359,in_progress,2024-07-14 21:28:43.000,13,
731,152,359,in_progress,2024-09-28 06:39:24.000,17,
732,152,359,in_progress,2024-10-04 17:35:12.000,18,
733,152,359,in_progress,2024-10-07 06:48:46.000,19,
734,152,359,in_progress,2024-10-07 07:54:24.000,20,
735,154,116,in_progress,2024-05-27 01:39:16.000,2,
736,154,116,completed,2024-06-02 07:23:50.000,6,http://hanna-oconnor.com/
737,155,135,in_progress,2024-07-14 20:55:50.000,4,
738,155,135,in_progress,2024-09-04 14:11:06.000,12,
739,155,135,in_progress,2024-09-21 13:12:41.000,23,
740,155,135,in_progress,2024-09-25 11:02:20.000,25,
741,155,135,completed,2024-10-01 02:27:17.000,26,http://www.douglas.net/
742,156,12,in_progress,2024-07-28 11:55:55.000,20,
743,156,12,in_progress,2024-08-26 17:00:59.000,27,
744,156,12,completed,2024-09-16 15:45:28.000,28,https://houston.com/
745,156,317,in_progress,2023-10-01 09:09:05.000,22,
746,156,317,completed,2024-08-10 12:55:03.000,23,http://day.com/
747,157,161,in_progress,2023-11-19 04:36:41.000,19,
748,157,161,completed,2024-04-15 15:45:41.000,20,https://www.tate.com/
749,158,43,in_progress,2024-05-13 02:45:36.000,3,
750,158,43,in_progress,2024-09-12 08:58:20.000,17,
751,158,43,completed,2024-10-01 15:48:13.000,20,http://www.meyer-hebert.net/
752,159,118,in_progress,2024-01-09 15:18:42.000,6,
753,159,118,in_progress,2024-05-27 13:39:25.000,13,
754,159,118,in_progress,2024-10-05 14:34:54.000,14,
755,159,118,completed,2024-10-05 17:08:33.000,15,http://www.hamilton.com/
756,159,333,in_progress,2024-08-12 10:21:21.000,6,
757,159,333,in_progress,2024-08-12 22:08:15.000,8,
758,159,333,completed,2024-09-05 01:36:03.000,9,https://www.mitchell.net/
759,159,320,in_progress,2024-09-03 03:45:00.000,1,
760,159,320,in_progress,2024-09-28 09:04:03.000,2,
761,159,320,completed,2024-10-06 18:35:37.000,11,https://ingram.info/
762,160,107,in_progress,2024-05-10 18:27:20.000,19,
763,160,107,completed,2024-09-12 19:36:44.000,20,https://jenkins-rodriguez.com/
764,160,273,in_progress,2024-06-27 17:10:18.000,18,
765,160,273,completed,2024-08-21 03:23:29.000,20,http://mills-salazar.com/
766,160,34,in_progress,2024-08-15 01:58:35.000,6,
767,160,34,in_progress,2024-09-08 09:15:47.000,17,
768,160,34,in_progress,2024-09-18 05:09:35.000,22,
769,160,34,completed,2024-10-06 11:30:34.000,23,http://www.stanley.com/
770,161,391,in_progress,2024-09-28 18:29:43.000,4,
771,161,391,in_progress,2024-10-01 17:24:22.000,14,
772,161,391,in_progress,2024-10-05 18:13:56.000,26,
773,161,391,completed,2024-10-06 00:54:55.000,28,https://hale.com/
774,161,165,in_progress,2024-08-21 18:15:38.000,2,
775,161,165,completed,2024-09-12 06:42:18.000,5,http://wells.com/
776,163,106,in_progress,2023-11-26 09:50:20.000,5,
777,163,106,completed,2024-07-16 17:24:37.000,6,http://www.lambert.com/
778,163,113,in_progress,2024-06-18 23:54:39.000,1,
779,163,113,in_progress,2024-08-20 12:05:30.000,3,
780,163,113,in_progress,2024-08-30 18:39:03.000,7,
781,163,113,in_progress,2024-09-29 03:11:50.000,9,
782,163,113,completed,2024-09-30 01:53:40.000,12,https://diaz.info/
783,164,104,in_progress,2023-12-07 23:13:01.000,0,
784,164,104,in_progress,2024-03-09 23:45:23.000,8,
785,164,104,completed,2024-06-14 12:17:05.000,9,http://www.harris-mann.com/
786,166,229,in_progress,2024-08-29 16:32:25.000,6,
787,166,229,completed,2024-08-31 12:10:58.000,7,https://porter.com/
788,166,231,in_progress,2024-05-01 16:42:19.000,0,
789,166,231,in_progress,2024-09-19 16:30:59.000,12,
790,166,231,in_progress,2024-09-23 20:01:23.000,13,
791,166,231,completed,2024-10-04 04:45:27.000,14,http://www.stone.biz/
792,166,54,in_progress,2023-10-13 21:33:19.000,8,
793,166,54,in_progress,2024-05-15 21:10:08.000,9,
794,166,54,in_progress,2024-05-20 05:18:05.000,12,
795,166,54,in_progress,2024-06-20 14:56:40.000,15,
796,166,54,in_progress,2024-07-21 07:01:21.000,19,
797,168,171,in_progress,2024-08-27 07:31:24.000,0,
798,168,171,in_progress,2024-09-13 02:07:46.000,5,
799,168,171,completed,2024-09-19 11:03:26.000,6,https://www.logan.com/
800,168,294,in_progress,2023-12-10 09:55:53.000,6,
801,168,294,in_progress,2023-12-23 04:36:45.000,9,
802,168,294,in_progress,2024-02-21 23:27:41.000,11,
803,168,294,completed,2024-03-06 19:24:50.000,15,https://www.marsh.com/
804,168,190,in_progress,2024-09-18 20:08:38.000,11,
805,168,190,completed,2024-10-06 02:58:53.000,22,https://www.flores.com/
806,169,129,in_progress,2024-06-06 20:20:07.000,1,
807,169,129,in_progress,2024-07-30 23:26:00.000,2,
808,169,129,in_progress,2024-08-02 11:55:45.000,9,
809,169,129,in_progress,2024-08-05 16:02:52.000,13,
810,169,129,in_progress,2024-09-04 10:36:04.000,14,
811,169,385,in_progress,2024-09-14 19:27:42.000,19,
812,169,385,in_progress,2024-10-03 13:38:36.000,20,
813,169,385,in_progress,2024-10-06 07:55:22.000,24,
814,169,385,completed,2024-10-06 21:21:59.000,26,https://taylor.com/
815,170,249,completed,2024-09-14 07:58:43.000,24,http://www.jackson.com/
816,170,265,in_progress,2024-10-03 06:22:59.000,3,
817,170,265,in_progress,2024-10-04 16:33:58.000,12,
818,170,265,in_progress,2024-10-05 04:05:28.000,19,
819,170,265,in_progress,2024-10-07 00:59:47.000,24,
820,170,265,completed,2024-10-07 01:23:00.000,26,http://dyer.info/
821,170,88,in_progress,2024-09-27 10:04:08.000,17,
822,170,88,in_progress,2024-09-28 19:02:19.000,23,
823,170,88,in_progress,2024-10-03 19:34:39.000,24,
824,170,88,completed,2024-10-06 11:05:52.000,27,https://garcia.com/
825,173,199,in_progress,2024-09-04 18:46:05.000,3,
826,173,199,in_progress,2024-09-27 05:20:46.000,5,
827,173,199,in_progress,2024-09-27 08:34:53.000,6,
828,173,199,in_progress,2024-10-05 12:35:52.000,10,
829,173,199,in_progress,2024-10-06 16:13:29.000,11,
830,173,346,in_progress,2024-09-06 00:57:42.000,16,
831,173,346,in_progress,2024-09-30 13:20:46.000,17,
832,173,346,completed,2024-10-07 07:36:51.000,18,http://www.woods-meadows.com/
833,174,224,in_progress,2024-07-14 12:17:13.000,3,
834,174,224,in_progress,2024-08-06 12:58:37.000,8,
835,174,224,in_progress,2024-08-09 16:42:36.000,12,
836,174,224,completed,2024-08-29 06:10:04.000,13,http://www.flores.com/
837,174,392,completed,2024-04-22 01:59:23.000,6,https://taylor.com/
838,174,228,in_progress,2024-07-05 15:24:47.000,11,
839,174,228,in_progress,2024-09-13 10:20:55.000,14,
840,174,228,in_progress,2024-09-23 06:14:13.000,18,
841,174,228,completed,2024-10-06 10:37:20.000,20,http://aguilar.com/
842,175,131,in_progress,2023-07-03 08:05:36.000,3,
843,175,131,in_progress,2023-12-18 19:36:43.000,4,
844,175,131,in_progress,2024-08-30 07:44:59.000,7,
845,175,131,in_progress,2024-09-17 12:28:51.000,11,
846,175,131,in_progress,2024-09-29 16:18:19.000,16,
847,175,344,in_progress,2024-05-18 07:55:13.000,5,
848,175,344,in_progress,2024-09-22 18:22:23.000,14,
849,175,344,in_progress,2024-09-28 03:09:24.000,16,
850,175,344,in_progress,2024-10-04 18:00:38.000,17,
851,175,344,completed,2024-10-05 03:28:13.000,19,https://www.stephenson.com/
852,175,361,in_progress,2024-05-08 00:46:45.000,13,
853,175,361,in_progress,2024-06-10 14:06:52.000,14,
854,175,361,in_progress,2024-09-04 22:01:07.000,17,
855,175,361,in_progress,2024-09-29 13:50:03.000,21,
856,175,361,completed,2024-10-05 21:55:46.000,22,http://www.jones-thompson.com/
857,176,33,in_progress,2024-08-10 14:43:17.000,15,
858,176,33,in_progress,2024-09-27 11:27:29.000,19,
1103,227,334,in_progress,2023-09-07 02:13:47.000,3,
859,176,33,completed,2024-09-29 10:43:33.000,22,https://brooks-thompson.info/
860,178,246,in_progress,2024-02-03 08:19:23.000,3,
861,178,246,in_progress,2024-03-22 12:55:49.000,4,
862,178,246,completed,2024-04-16 01:49:04.000,5,http://vance.org/
863,178,147,in_progress,2024-07-04 01:33:42.000,6,
864,178,147,in_progress,2024-07-20 18:41:46.000,7,
865,178,147,completed,2024-09-12 07:43:56.000,8,https://rodriguez.com/
866,178,327,in_progress,2024-07-06 11:54:31.000,7,
867,178,327,in_progress,2024-08-01 13:31:58.000,26,
868,178,327,in_progress,2024-08-30 03:38:46.000,27,
869,178,327,completed,2024-09-20 20:05:03.000,29,https://www.perez-greer.com/
870,180,220,in_progress,2023-07-11 14:41:19.000,0,
871,180,220,in_progress,2024-07-14 04:56:32.000,1,
872,180,220,in_progress,2024-07-21 21:47:41.000,4,
873,180,220,in_progress,2024-10-05 09:51:29.000,6,
874,180,220,completed,2024-10-05 14:20:29.000,8,https://www.moran.com/
875,183,56,in_progress,2024-09-26 12:03:35.000,15,
876,183,56,in_progress,2024-10-07 00:12:27.000,20,
877,183,56,in_progress,2024-10-07 04:04:19.000,21,
878,183,56,in_progress,2024-10-07 05:37:37.000,22,
879,183,56,in_progress,2024-10-07 08:11:21.000,24,
880,184,322,in_progress,2023-05-09 10:58:13.000,11,
881,184,322,in_progress,2024-01-16 03:01:18.000,16,
882,184,322,completed,2024-07-26 09:23:50.000,20,http://gonzalez.com/
883,184,89,in_progress,2024-01-10 04:55:32.000,2,
884,184,89,in_progress,2024-02-11 07:35:21.000,5,
885,184,89,completed,2024-04-17 18:16:58.000,6,http://www.santos-nunez.info/
886,185,59,in_progress,2024-05-05 01:02:13.000,4,
887,185,59,in_progress,2024-07-30 06:18:11.000,13,
888,185,59,in_progress,2024-10-06 19:50:29.000,14,
889,185,59,completed,2024-10-07 07:52:26.000,17,https://www.cordova.com/
890,185,339,in_progress,2024-09-15 16:34:53.000,13,
891,185,339,in_progress,2024-09-27 02:30:01.000,24,
892,185,339,completed,2024-10-03 01:09:50.000,25,http://moon.com/
893,185,269,in_progress,2024-08-10 07:00:16.000,12,
894,185,269,in_progress,2024-08-18 17:51:23.000,24,
